,file,nProperty,variable,variable_construct
1204,COVID02_C.csv,CmAd200831,,
1205,COVID02_C.csv,CmAd200901,,
1206,COVID02_C.csv,CmAd200902,,
1207,COVID02_C.csv,CmAd200903,,
1208,COVID02_C.csv,CmAd200904,,
1209,COVID02_C.csv,CmAd200905,,
1210,COVID02_C.csv,CmAd200906,,
1211,COVID02_C.csv,CmAd200907,,
1212,COVID02_C.csv,CmAd200908,,
1213,COVID02_C.csv,CmAd200909,,
1214,COVID02_C.csv,CmAd200910,,
1215,COVID02_C.csv,CmAd200911,,
1216,COVID02_C.csv,CmAd200912,,
1217,COVID02_C.csv,CmAd200913,,
1218,COVID02_C.csv,CmAd200914,,
1219,COVID02_C.csv,CmAd200915,,
1220,COVID02_C.csv,CmAd200916,,
1221,COVID02_C.csv,CmAd200917,,
1222,COVID02_C.csv,CmAd200918,,
1223,COVID02_C.csv,CmAd200919,,
1224,COVID02_C.csv,CmAd200920,,
1225,COVID02_C.csv,CmAd200921,,
1226,COVID02_C.csv,CmAd200922,,
1227,COVID02_C.csv,CmAd200923,,
1228,COVID02_C.csv,CmAd200924,,
1229,COVID02_C.csv,CmAd200925,,
1230,COVID02_C.csv,CmAd200926,,
1231,COVID02_C.csv,CmAd200927,,
1232,COVID02_C.csv,CmAd200928,,
1233,COVID02_C.csv,CmAd200929,,
1234,COVID02_C.csv,CmAd200930,,
1235,COVID02_C.csv,CmAd201001,,
1236,COVID02_C.csv,CmAd201002,,
1237,COVID02_C.csv,CmAd201003,,
1238,COVID02_C.csv,CmAd201004,,
1239,COVID02_C.csv,CmAd201005,,
1240,COVID02_C.csv,CmAd201006,,
1241,COVID02_C.csv,CmAd201007,,
1242,COVID02_C.csv,CmAd201008,,
1243,COVID02_C.csv,CmAd201009,,
1244,COVID02_C.csv,CmAd201010,,
1245,COVID02_C.csv,CmAd201011,,
1246,COVID02_C.csv,CmAd201012,,
1247,COVID02_C.csv,CmAd201013,,
1248,COVID02_C.csv,CmAd201014,,
1249,COVID02_C.csv,CmAd201015,,
1250,COVID02_C.csv,CmAd201016,,
1251,COVID02_C.csv,CmAd201017,,
1252,COVID02_C.csv,CmAd201018,,
1253,COVID02_C.csv,CmAd201019,,
1254,COVID02_C.csv,CmAd201020,,
1255,COVID02_C.csv,CmAd201021,,
1256,COVID02_C.csv,CmAd201022,,
1257,COVID02_C.csv,CmAd201023,,
1258,COVID02_C.csv,CmAd201024,,
1259,COVID02_C.csv,CmAd201025,,
1260,COVID02_C.csv,CmAd201026,,
1261,COVID02_C.csv,CmAd201027,,
1262,COVID02_C.csv,CmAd201028,,
1263,COVID02_C.csv,CmAd201029,,
1264,COVID02_C.csv,CmAd201030,,
1265,COVID02_C.csv,CmAd201031,,
1266,COVID02_C.csv,CmAd201101,,
1267,COVID02_C.csv,CmAd201102,,
1268,COVID02_C.csv,CmAd201103,,
1269,COVID02_C.csv,CmAd201104,,
1270,COVID02_C.csv,CmAd201105,,
1271,COVID02_C.csv,CmAd201106,,
1272,COVID02_C.csv,CmAd201107,,
1273,COVID02_C.csv,CmAd201108,,
1274,COVID02_C.csv,CmAd201109,,
1275,COVID02_C.csv,CmAd201110,,
1276,COVID02_C.csv,CmAd201111,,
1277,COVID02_C.csv,CmAd201112,,
1278,COVID02_C.csv,CmAd201113,,
1279,COVID02_C.csv,CmAd201114,,
1280,COVID02_C.csv,CmAd201115,,
1281,COVID02_C.csv,CmAd201116,,
1282,COVID02_C.csv,CmAd201117,,
1283,COVID02_C.csv,CmAd201118,,
1284,COVID02_C.csv,CmAd201119,,
1285,COVID02_C.csv,CmAd201120,,
1286,COVID02_C.csv,CmAd201121,,
1287,COVID02_C.csv,CmAd201122,,
1288,COVID02_C.csv,CmAd201123,,
1289,COVID02_C.csv,CmAd201124,,
1290,COVID02_C.csv,CmAd201125,,
1291,COVID02_C.csv,CmAd201126,,
1292,COVID02_C.csv,CmAd201127,,
1293,COVID02_C.csv,CmAd201128,,
1294,COVID02_C.csv,CmAd201129,,
1295,COVID02_C.csv,CmAd201130,,
1296,COVID02_C.csv,CmAd201201,,
1297,COVID02_C.csv,CmAd201202,,
1298,COVID02_C.csv,CmAd201203,,
1299,COVID02_C.csv,CmAd201204,,
1300,COVID02_C.csv,CmAd201205,,
1301,COVID02_C.csv,CmAd201206,,
1302,COVID02_C.csv,CmAd201207,,
1303,COVID02_C.csv,CmAd201208,,
1304,COVID02_C.csv,CmAd201209,,
1305,COVID02_C.csv,CmAd201210,,
1306,COVID02_C.csv,CmAd201211,,
1307,COVID02_C.csv,CmAd201212,,
1308,COVID02_C.csv,CmAd201213,,
1309,COVID02_C.csv,CmAd201214,,
1310,COVID02_C.csv,CmAd201215,,
1311,COVID02_C.csv,CmAd201216,,
1312,COVID02_C.csv,CmAd201217,,
1313,COVID02_C.csv,CmAd201218,,
1314,COVID02_C.csv,CmAd201219,,
1315,COVID02_C.csv,CmAd201220,,
1316,COVID02_C.csv,CmAd201221,,
1317,COVID02_C.csv,CmAd201222,,
1318,COVID02_C.csv,CmAd201223,,
1319,COVID02_C.csv,CmAd201224,,
1320,COVID02_C.csv,CmAd201225,,
1321,COVID02_C.csv,CmAd201226,,
1322,COVID02_C.csv,CmAd201227,,
1323,COVID02_C.csv,CmAd201228,,
1324,COVID02_C.csv,CmAd201229,,
1325,COVID02_C.csv,CmAd201230,,
1326,COVID02_C.csv,CmAd201231,,
1327,COVID02_C.csv,CmAd210101,,
1328,COVID02_C.csv,CmAd210102,,
1329,COVID02_C.csv,CmAd210103,,
1330,COVID02_C.csv,CmAd210104,,
1331,COVID02_C.csv,CmAd210105,,
1332,COVID02_C.csv,CmAd210106,,
1333,COVID02_C.csv,CmAd210107,,
1334,COVID02_C.csv,CmAd210108,,
1335,COVID02_C.csv,CmAd210109,,
1336,COVID02_C.csv,CmAd210110,,
1337,COVID02_C.csv,CmAd210111,,
1338,COVID02_C.csv,CmAd210112,,
1339,COVID02_C.csv,CmAd210113,,
1340,COVID02_C.csv,CmAd210114,,
1341,COVID02_C.csv,CmAd210115,,
1342,COVID02_C.csv,CmAd210116,,
1343,COVID02_C.csv,CmAd210117,,
1344,COVID02_C.csv,CmAd210118,,
1345,COVID02_C.csv,CmAd210119,,
1346,COVID02_C.csv,CmAd210120,,
1347,COVID02_C.csv,CmAd210121,,
1348,COVID02_C.csv,CmAd210122,,
1349,COVID02_C.csv,CmAd210123,,
1350,COVID02_C.csv,CmAd210124,,
1351,COVID02_C.csv,CmAd210125,,
1352,COVID02_C.csv,CmAd210126,,
1353,COVID02_C.csv,CmAd210127,,
1354,COVID02_C.csv,CmAd210128,,
1355,COVID02_C.csv,CmAd210129,,
1356,COVID02_C.csv,CmAd210130,,
1357,COVID02_C.csv,CmAd210131,,
1358,COVID02_C.csv,CmAd210201,,
1359,COVID02_C.csv,CmAd210202,,
1360,COVID02_C.csv,CmAd210203,,
1361,COVID02_C.csv,CmAd210204,,
1362,COVID02_C.csv,CmAd210205,,
1363,COVID02_C.csv,CmAd210206,,
1364,COVID02_C.csv,CmAd210207,,
1365,COVID02_C.csv,CmAd210208,,
1366,COVID02_C.csv,CmAd210209,,
1367,COVID02_C.csv,CmAd210210,,
1368,COVID02_C.csv,CmAd210211,,
1369,COVID02_C.csv,CmAd210212,,
1370,COVID02_C.csv,CmAd210213,,
1371,COVID02_C.csv,CmAd210214,,
1372,COVID02_C.csv,CmAd210215,,
1373,COVID02_C.csv,CmAd210216,,
1374,COVID02_C.csv,CmAd210217,,
1375,COVID02_C.csv,CmAd210218,,
1376,COVID02_C.csv,CmAd210219,,
1377,COVID02_C.csv,CmAd210220,,
1378,COVID02_C.csv,CmAd210221,,
1379,COVID02_C.csv,CmAd210222,,
1380,COVID02_C.csv,CmAd210223,,
1381,COVID02_C.csv,CmAd210224,,
1382,COVID02_C.csv,CmAd210225,,
1383,COVID02_C.csv,CmAd210226,,
1384,COVID02_C.csv,CmAd210227,,
1385,COVID02_C.csv,CmAd210228,,
1386,COVID02_C.csv,CmAd210301,,
1387,COVID02_C.csv,CmAd210302,,
1388,COVID02_C.csv,CmAd210303,,
1389,COVID02_S.csv,STATEFP,2-digit State code,
1390,COVID02_S.csv,population,,
1391,COVID02_S.csv,CmAd200121,,
1392,COVID02_S.csv,CmAd200122,,
1393,COVID02_S.csv,CmAd200123,,
1394,COVID02_S.csv,CmAd200124,,
1395,COVID02_S.csv,CmAd200125,,
1396,COVID02_S.csv,CmAd200126,,
1397,COVID02_S.csv,CmAd200127,,
1398,COVID02_S.csv,CmAd200128,,
1399,COVID02_S.csv,CmAd200129,,
1400,COVID02_S.csv,CmAd200130,,
1401,COVID02_S.csv,CmAd200131,,
1402,COVID02_S.csv,CmAd200201,,
1403,COVID02_S.csv,CmAd200202,,
1404,COVID02_S.csv,CmAd200203,,
1405,COVID02_S.csv,CmAd200204,,
1406,COVID02_S.csv,CmAd200205,,
1407,COVID02_S.csv,CmAd200206,,
1408,COVID02_S.csv,CmAd200207,,
1409,COVID02_S.csv,CmAd200208,,
1410,COVID02_S.csv,CmAd200209,,
1411,COVID02_S.csv,CmAd200210,,
1412,COVID02_S.csv,CmAd200211,,
1413,COVID02_S.csv,CmAd200212,,
1414,COVID02_S.csv,CmAd200213,,
1415,COVID02_S.csv,CmAd200214,,
1416,COVID02_S.csv,CmAd200215,,
1417,COVID02_S.csv,CmAd200216,,
1418,COVID02_S.csv,CmAd200217,,
1419,COVID02_S.csv,CmAd200218,,
1420,COVID02_S.csv,CmAd200219,,
1421,COVID02_S.csv,CmAd200220,,
1422,COVID02_S.csv,CmAd200221,,
1423,COVID02_S.csv,CmAd200222,,
1424,COVID02_S.csv,CmAd200223,,
1425,COVID02_S.csv,CmAd200224,,
1426,COVID02_S.csv,CmAd200225,,
1427,COVID02_S.csv,CmAd200226,,
1428,COVID02_S.csv,CmAd200227,,
1429,COVID02_S.csv,CmAd200228,,
1430,COVID02_S.csv,CmAd200229,,
1431,COVID02_S.csv,CmAd200301,,
1432,COVID02_S.csv,CmAd200302,,
1433,COVID02_S.csv,CmAd200303,,
1434,COVID02_S.csv,CmAd200304,,
1435,COVID02_S.csv,CmAd200305,,
1436,COVID02_S.csv,CmAd200306,,
1437,COVID02_S.csv,CmAd200307,,
1438,COVID02_S.csv,CmAd200308,,
1439,COVID02_S.csv,CmAd200309,,
1440,COVID02_S.csv,CmAd200310,,
1441,COVID02_S.csv,CmAd200311,,
1442,COVID02_S.csv,CmAd200312,,
1443,COVID02_S.csv,CmAd200313,,
1444,COVID02_S.csv,CmAd200314,,
1445,COVID02_S.csv,CmAd200315,,
1446,COVID02_S.csv,CmAd200316,,
1447,COVID02_S.csv,CmAd200317,,
1448,COVID02_S.csv,CmAd200318,,
1449,COVID02_S.csv,CmAd200319,,
1450,COVID02_S.csv,CmAd200320,,
1451,COVID02_S.csv,CmAd200321,,
1452,COVID02_S.csv,CmAd200322,,
1453,COVID02_S.csv,CmAd200323,,
1454,COVID02_S.csv,CmAd200324,,
1455,COVID02_S.csv,CmAd200325,,
1456,COVID02_S.csv,CmAd200326,,
1457,COVID02_S.csv,CmAd200327,,
1458,COVID02_S.csv,CmAd200328,,
1459,COVID02_S.csv,CmAd200329,,
1460,COVID02_S.csv,CmAd200330,,
1461,COVID02_S.csv,CmAd200331,,
1462,COVID02_S.csv,CmAd200401,,
1463,COVID02_S.csv,CmAd200402,,
1464,COVID02_S.csv,CmAd200403,,
1465,COVID02_S.csv,CmAd200404,,
1466,COVID02_S.csv,CmAd200405,,
1467,COVID02_S.csv,CmAd200406,,
1468,COVID02_S.csv,CmAd200407,,
1469,COVID02_S.csv,CmAd200408,,
1470,COVID02_S.csv,CmAd200409,,
1471,COVID02_S.csv,CmAd200410,,
1472,COVID02_S.csv,CmAd200411,,
1473,COVID02_S.csv,CmAd200412,,
1474,COVID02_S.csv,CmAd200413,,
1475,COVID02_S.csv,CmAd200414,,
1476,COVID02_S.csv,CmAd200415,,
1477,COVID02_S.csv,CmAd200416,,
1478,COVID02_S.csv,CmAd200417,,
1479,COVID02_S.csv,CmAd200418,,
1480,COVID02_S.csv,CmAd200419,,
1481,COVID02_S.csv,CmAd200420,,
1482,COVID02_S.csv,CmAd200421,,
1483,COVID02_S.csv,CmAd200422,,
1484,COVID02_S.csv,CmAd200423,,
1485,COVID02_S.csv,CmAd200424,,
1486,COVID02_S.csv,CmAd200425,,
1487,COVID02_S.csv,CmAd200426,,
1488,COVID02_S.csv,CmAd200427,,
1489,COVID02_S.csv,CmAd200428,,
1490,COVID02_S.csv,CmAd200429,,
1491,COVID02_S.csv,CmAd200430,,
1492,COVID02_S.csv,CmAd200501,,
1493,COVID02_S.csv,CmAd200502,,
1494,COVID02_S.csv,CmAd200503,,
1495,COVID02_S.csv,CmAd200504,,
1496,COVID02_S.csv,CmAd200505,,
1497,COVID02_S.csv,CmAd200506,,
1498,COVID02_S.csv,CmAd200507,,
1499,COVID02_S.csv,CmAd200508,,
1500,COVID02_S.csv,CmAd200509,,
1501,COVID02_S.csv,CmAd200510,,
1502,COVID02_S.csv,CmAd200511,,
1503,COVID02_S.csv,CmAd200512,,
1504,COVID02_S.csv,CmAd200513,,
1505,COVID02_S.csv,CmAd200514,,
1506,COVID02_S.csv,CmAd200515,,
1507,COVID02_S.csv,CmAd200516,,
1508,COVID02_S.csv,CmAd200517,,
1509,COVID02_S.csv,CmAd200518,,
1510,COVID02_S.csv,CmAd200519,,
1511,COVID02_S.csv,CmAd200520,,
1512,COVID02_S.csv,CmAd200521,,
1513,COVID02_S.csv,CmAd200522,,
1514,COVID02_S.csv,CmAd200523,,
1515,COVID02_S.csv,CmAd200524,,
1516,COVID02_S.csv,CmAd200525,,
1517,COVID02_S.csv,CmAd200526,,
1518,COVID02_S.csv,CmAd200527,,
1519,COVID02_S.csv,CmAd200528,,
1520,COVID02_S.csv,CmAd200529,,
1521,COVID02_S.csv,CmAd200530,,
1522,COVID02_S.csv,CmAd200531,,
1523,COVID02_S.csv,CmAd200601,,
1524,COVID02_S.csv,CmAd200602,,
1525,COVID02_S.csv,CmAd200603,,
1526,COVID02_S.csv,CmAd200604,,
1527,COVID02_S.csv,CmAd200605,,
1528,COVID02_S.csv,CmAd200606,,
1529,COVID02_S.csv,CmAd200607,,
1530,COVID02_S.csv,CmAd200608,,
1531,COVID02_S.csv,CmAd200609,,
1532,COVID02_S.csv,CmAd200610,,
1533,COVID02_S.csv,CmAd200611,,
1534,COVID02_S.csv,CmAd200612,,
1535,COVID02_S.csv,CmAd200613,,
1536,COVID02_S.csv,CmAd200614,,
1537,COVID02_S.csv,CmAd200615,,
1538,COVID02_S.csv,CmAd200616,,
1539,COVID02_S.csv,CmAd200617,,
1540,COVID02_S.csv,CmAd200618,,
1541,COVID02_S.csv,CmAd200619,,
1542,COVID02_S.csv,CmAd200620,,
1543,COVID02_S.csv,CmAd200621,,
1544,COVID02_S.csv,CmAd200622,,
1545,COVID02_S.csv,CmAd200623,,
1546,COVID02_S.csv,CmAd200624,,
1547,COVID02_S.csv,CmAd200625,,
1548,COVID02_S.csv,CmAd200626,,
1549,COVID02_S.csv,CmAd200627,,
1550,COVID02_S.csv,CmAd200628,,
1551,COVID02_S.csv,CmAd200629,,
1552,COVID02_S.csv,CmAd200630,,
1553,COVID02_S.csv,CmAd200701,,
1554,COVID02_S.csv,CmAd200702,,
1555,COVID02_S.csv,CmAd200703,,
1556,COVID02_S.csv,CmAd200704,,
1557,COVID02_S.csv,CmAd200705,,
1558,COVID02_S.csv,CmAd200706,,
1559,COVID02_S.csv,CmAd200707,,
1560,COVID02_S.csv,CmAd200708,,
1561,COVID02_S.csv,CmAd200709,,
1562,COVID02_S.csv,CmAd200710,,
1563,COVID02_S.csv,CmAd200711,,
1564,COVID02_S.csv,CmAd200712,,
1565,COVID02_S.csv,CmAd200713,,
1566,COVID02_S.csv,CmAd200714,,
1567,COVID02_S.csv,CmAd200715,,
1568,COVID02_S.csv,CmAd200716,,
1569,COVID02_S.csv,CmAd200717,,
1570,COVID02_S.csv,CmAd200718,,
1571,COVID02_S.csv,CmAd200719,,
1572,COVID02_S.csv,CmAd200720,,
1573,COVID02_S.csv,CmAd200721,,
1574,COVID02_S.csv,CmAd200722,,
1575,COVID02_S.csv,CmAd200723,,
1576,COVID02_S.csv,CmAd200724,,
1577,COVID02_S.csv,CmAd200725,,
1578,COVID02_S.csv,CmAd200726,,
1579,COVID02_S.csv,CmAd200727,,
1580,COVID02_S.csv,CmAd200728,,
1581,COVID02_S.csv,CmAd200729,,
1582,COVID02_S.csv,CmAd200730,,
1583,COVID02_S.csv,CmAd200731,,
1584,COVID02_S.csv,CmAd200801,,
1585,COVID02_S.csv,CmAd200802,,
1586,COVID02_S.csv,CmAd200803,,
1587,COVID02_S.csv,CmAd200804,,
1588,COVID02_S.csv,CmAd200805,,
1589,COVID02_S.csv,CmAd200806,,
1590,COVID02_S.csv,CmAd200807,,
1591,COVID02_S.csv,CmAd200808,,
1592,COVID02_S.csv,CmAd200809,,
1593,COVID02_S.csv,CmAd200810,,
1594,COVID02_S.csv,CmAd200811,,
1595,COVID02_S.csv,CmAd200812,,
1596,COVID02_S.csv,CmAd200813,,
1597,COVID02_S.csv,CmAd200814,,
1598,COVID02_S.csv,CmAd200815,,
1599,COVID02_S.csv,CmAd200816,,
1600,COVID02_S.csv,CmAd200817,,
1601,COVID02_S.csv,CmAd200818,,
1602,COVID02_S.csv,CmAd200819,,
1603,COVID02_S.csv,CmAd200820,,
1604,COVID02_S.csv,CmAd200821,,
1605,COVID02_S.csv,CmAd200822,,
1606,COVID02_S.csv,CmAd200823,,
1607,COVID02_S.csv,CmAd200824,,
1608,COVID02_S.csv,CmAd200825,,
1609,COVID02_S.csv,CmAd200826,,
1610,COVID02_S.csv,CmAd200827,,
1611,COVID02_S.csv,CmAd200828,,
1612,COVID02_S.csv,CmAd200829,,
1613,COVID02_S.csv,CmAd200830,,
1614,COVID02_S.csv,CmAd200831,,
1615,COVID02_S.csv,CmAd200901,,
1616,COVID02_S.csv,CmAd200902,,
1617,COVID02_S.csv,CmAd200903,,
1618,COVID02_S.csv,CmAd200904,,
1619,COVID02_S.csv,CmAd200905,,
1620,COVID02_S.csv,CmAd200906,,
1621,COVID02_S.csv,CmAd200907,,
1622,COVID02_S.csv,CmAd200908,,
1623,COVID02_S.csv,CmAd200909,,
1624,COVID02_S.csv,CmAd200910,,
1625,COVID02_S.csv,CmAd200911,,
1626,COVID02_S.csv,CmAd200912,,
1627,COVID02_S.csv,CmAd200913,,
1628,COVID02_S.csv,CmAd200914,,
1629,COVID02_S.csv,CmAd200915,,
1630,COVID02_S.csv,CmAd200916,,
1631,COVID02_S.csv,CmAd200917,,
1632,COVID02_S.csv,CmAd200918,,
1633,COVID02_S.csv,CmAd200919,,
1634,COVID02_S.csv,CmAd200920,,
1635,COVID02_S.csv,CmAd200921,,
1636,COVID02_S.csv,CmAd200922,,
1637,COVID02_S.csv,CmAd200923,,
1638,COVID02_S.csv,CmAd200924,,
1639,COVID02_S.csv,CmAd200925,,
1640,COVID02_S.csv,CmAd200926,,
1641,COVID02_S.csv,CmAd200927,,
1642,COVID02_S.csv,CmAd200928,,
1643,COVID02_S.csv,CmAd200929,,
1644,COVID02_S.csv,CmAd200930,,
1645,COVID02_S.csv,CmAd201001,,
1646,COVID02_S.csv,CmAd201002,,
1647,COVID02_S.csv,CmAd201003,,
1648,COVID02_S.csv,CmAd201004,,
1649,COVID02_S.csv,CmAd201005,,
1650,COVID02_S.csv,CmAd201006,,
1651,COVID02_S.csv,CmAd201007,,
1652,COVID02_S.csv,CmAd201008,,
1653,COVID02_S.csv,CmAd201009,,
1654,COVID02_S.csv,CmAd201010,,
1655,COVID02_S.csv,CmAd201011,,
1656,COVID02_S.csv,CmAd201012,,
1657,COVID02_S.csv,CmAd201013,,
1658,COVID02_S.csv,CmAd201014,,
1659,COVID02_S.csv,CmAd201015,,
1660,COVID02_S.csv,CmAd201016,,
1661,COVID02_S.csv,CmAd201017,,
1662,COVID02_S.csv,CmAd201018,,
1663,COVID02_S.csv,CmAd201019,,
1664,COVID02_S.csv,CmAd201020,,
1665,COVID02_S.csv,CmAd201021,,
1666,COVID02_S.csv,CmAd201022,,
1667,COVID02_S.csv,CmAd201023,,
1668,COVID02_S.csv,CmAd201024,,
1669,COVID02_S.csv,CmAd201025,,
1670,COVID02_S.csv,CmAd201026,,
1671,COVID02_S.csv,CmAd201027,,
1672,COVID02_S.csv,CmAd201028,,
1673,COVID02_S.csv,CmAd201029,,
1674,COVID02_S.csv,CmAd201030,,
1675,COVID02_S.csv,CmAd201031,,
1676,COVID02_S.csv,CmAd201101,,
1677,COVID02_S.csv,CmAd201102,,
1678,COVID02_S.csv,CmAd201103,,
1679,COVID02_S.csv,CmAd201104,,
1680,COVID02_S.csv,CmAd201105,,
1681,COVID02_S.csv,CmAd201106,,
1682,COVID02_S.csv,CmAd201107,,
1683,COVID02_S.csv,CmAd201108,,
1684,COVID02_S.csv,CmAd201109,,
1685,COVID02_S.csv,CmAd201110,,
1686,COVID02_S.csv,CmAd201111,,
1687,COVID02_S.csv,CmAd201112,,
1688,COVID02_S.csv,CmAd201113,,
1689,COVID02_S.csv,CmAd201114,,
1690,COVID02_S.csv,CmAd201115,,
1691,COVID02_S.csv,CmAd201116,,
1692,COVID02_S.csv,CmAd201117,,
1693,COVID02_S.csv,CmAd201118,,
1694,COVID02_S.csv,CmAd201119,,
1695,COVID02_S.csv,CmAd201120,,
1696,COVID02_S.csv,CmAd201121,,
1697,COVID02_S.csv,CmAd201122,,
1698,COVID02_S.csv,CmAd201123,,
1699,COVID02_S.csv,CmAd201124,,
1700,COVID02_S.csv,CmAd201125,,
1701,COVID02_S.csv,CmAd201126,,
1702,COVID02_S.csv,CmAd201127,,
1703,COVID02_S.csv,CmAd201128,,
1704,COVID02_S.csv,CmAd201129,,
1705,COVID02_S.csv,CmAd201130,,
1706,COVID02_S.csv,CmAd201201,,
1707,COVID02_S.csv,CmAd201202,,
1708,COVID02_S.csv,CmAd201203,,
1709,COVID02_S.csv,CmAd201204,,
1710,COVID02_S.csv,CmAd201205,,
1711,COVID02_S.csv,CmAd201206,,
1712,COVID02_S.csv,CmAd201207,,
1713,COVID02_S.csv,CmAd201208,,
1714,COVID02_S.csv,CmAd201209,,
1715,COVID02_S.csv,CmAd201210,,
1716,COVID02_S.csv,CmAd201211,,
1717,COVID02_S.csv,CmAd201212,,
1718,COVID02_S.csv,CmAd201213,,
1719,COVID02_S.csv,CmAd201214,,
1720,COVID02_S.csv,CmAd201215,,
1721,COVID02_S.csv,CmAd201216,,
1722,COVID02_S.csv,CmAd201217,,
1723,COVID02_S.csv,CmAd201218,,
1724,COVID02_S.csv,CmAd201219,,
1725,COVID02_S.csv,CmAd201220,,
1726,COVID02_S.csv,CmAd201221,,
1727,COVID02_S.csv,CmAd201222,,
1728,COVID02_S.csv,CmAd201223,,
1729,COVID02_S.csv,CmAd201224,,
1730,COVID02_S.csv,CmAd201225,,
1731,COVID02_S.csv,CmAd201226,,
1732,COVID02_S.csv,CmAd201227,,
1733,COVID02_S.csv,CmAd201228,,
1734,COVID02_S.csv,CmAd201229,,
1735,COVID02_S.csv,CmAd201230,,
1736,COVID02_S.csv,CmAd201231,,
1737,COVID02_S.csv,CmAd210101,,
1738,COVID02_S.csv,CmAd210102,,
1739,COVID02_S.csv,CmAd210103,,
1740,COVID02_S.csv,CmAd210104,,
1741,COVID02_S.csv,CmAd210105,,
1742,COVID02_S.csv,CmAd210106,,
1743,COVID02_S.csv,CmAd210107,,
1744,COVID02_S.csv,CmAd210108,,
1745,COVID02_S.csv,CmAd210109,,
1746,COVID02_S.csv,CmAd210110,,
1747,COVID02_S.csv,CmAd210111,,
1748,COVID02_S.csv,CmAd210112,,
1749,COVID02_S.csv,CmAd210113,,
1750,COVID02_S.csv,CmAd210114,,
1751,COVID02_S.csv,CmAd210115,,
1752,COVID02_S.csv,CmAd210116,,
1753,COVID02_S.csv,CmAd210117,,
1754,COVID02_S.csv,CmAd210118,,
1755,COVID02_S.csv,CmAd210119,,
1756,COVID02_S.csv,CmAd210120,,
1757,COVID02_S.csv,CmAd210121,,
1758,COVID02_S.csv,CmAd210122,,
1759,COVID02_S.csv,CmAd210123,,
1760,COVID02_S.csv,CmAd210124,,
1761,COVID02_S.csv,CmAd210125,,
1762,COVID02_S.csv,CmAd210126,,
1763,COVID02_S.csv,CmAd210127,,
1764,COVID02_S.csv,CmAd210128,,
1765,COVID02_S.csv,CmAd210129,,
1766,COVID02_S.csv,CmAd210130,,
1767,COVID02_S.csv,CmAd210131,,
1768,COVID02_S.csv,CmAd210201,,
1769,COVID02_S.csv,CmAd210202,,
1770,COVID02_S.csv,CmAd210203,,
1771,COVID02_S.csv,CmAd210204,,
1772,COVID02_S.csv,CmAd210205,,
1773,COVID02_S.csv,CmAd210206,,
1774,COVID02_S.csv,CmAd210207,,
1775,COVID02_S.csv,CmAd210208,,
1776,COVID02_S.csv,CmAd210209,,
1777,COVID02_S.csv,CmAd210210,,
1778,COVID02_S.csv,CmAd210211,,
1779,COVID02_S.csv,CmAd210212,,
1780,COVID02_S.csv,CmAd210213,,
1781,COVID02_S.csv,CmAd210214,,
1782,COVID02_S.csv,CmAd210215,,
1783,COVID02_S.csv,CmAd210216,,
1784,COVID02_S.csv,CmAd210217,,
1785,COVID02_S.csv,CmAd210218,,
1786,COVID02_S.csv,CmAd210219,,
1787,COVID02_S.csv,CmAd210220,,
1788,COVID02_S.csv,CmAd210221,,
1789,COVID02_S.csv,CmAd210222,,
1790,COVID02_S.csv,CmAd210223,,
1791,COVID02_S.csv,CmAd210224,,
1792,COVID02_S.csv,CmAd210225,,
1793,COVID02_S.csv,CmAd210226,,
1794,COVID02_S.csv,CmAd210227,,
1795,COVID02_S.csv,CmAd210228,,
1796,COVID02_S.csv,CmAd210301,,
1797,COVID02_S.csv,CmAd210302,,
1798,COVID02_S.csv,CmAd210303,,
1799,COVID03_C.csv,COUNTYFP,5-digit County code (state + county),
1800,COVID03_C.csv,Wk200121,,
1801,COVID03_C.csv,Wk200122,,
1802,COVID03_C.csv,Wk200123,,
1803,COVID03_C.csv,Wk200124,,
1804,COVID03_C.csv,Wk200125,,
1805,COVID03_C.csv,Wk200126,,
1806,COVID03_C.csv,Wk200127,,
1807,COVID03_C.csv,Wk200128,,
1808,COVID03_C.csv,Wk200129,,
1809,COVID03_C.csv,Wk200130,,
1810,COVID03_C.csv,Wk200131,,
1811,COVID03_C.csv,Wk200201,,
1812,COVID03_C.csv,Wk200202,,
1813,COVID03_C.csv,Wk200203,,
1814,COVID03_C.csv,Wk200204,,
1815,COVID03_C.csv,Wk200205,,
1816,COVID03_C.csv,Wk200206,,
1817,COVID03_C.csv,Wk200207,,
1818,COVID03_C.csv,Wk200208,,
1819,COVID03_C.csv,Wk200209,,
1820,COVID03_C.csv,Wk200210,,
1821,COVID03_C.csv,Wk200211,,
1822,COVID03_C.csv,Wk200212,,
1823,COVID03_C.csv,Wk200213,,
1824,COVID03_C.csv,Wk200214,,
1825,COVID03_C.csv,Wk200215,,
1826,COVID03_C.csv,Wk200216,,
1827,COVID03_C.csv,Wk200217,,
1828,COVID03_C.csv,Wk200218,,
1829,COVID03_C.csv,Wk200219,,
1830,COVID03_C.csv,Wk200220,,
1831,COVID03_C.csv,Wk200221,,
1832,COVID03_C.csv,Wk200222,,
1833,COVID03_C.csv,Wk200223,,
1834,COVID03_C.csv,Wk200224,,
1835,COVID03_C.csv,Wk200225,,
1836,COVID03_C.csv,Wk200226,,
1837,COVID03_C.csv,Wk200227,,
1838,COVID03_C.csv,Wk200228,,
1839,COVID03_C.csv,Wk200229,,
