,file,nProperty,variable,variable_construct
2528,COVID03_S.csv,Wk201205,,7-day Average Case Count
2529,COVID03_S.csv,Wk201206,,7-day Average Case Count
2530,COVID03_S.csv,Wk201207,,7-day Average Case Count
2531,COVID03_S.csv,Wk201208,,7-day Average Case Count
2532,COVID03_S.csv,Wk201209,,7-day Average Case Count
2533,COVID03_S.csv,Wk201210,,7-day Average Case Count
2534,COVID03_S.csv,Wk201211,,7-day Average Case Count
2535,COVID03_S.csv,Wk201212,,7-day Average Case Count
2536,COVID03_S.csv,Wk201213,,7-day Average Case Count
2537,COVID03_S.csv,Wk201214,,7-day Average Case Count
2538,COVID03_S.csv,Wk201215,,7-day Average Case Count
2539,COVID03_S.csv,Wk201216,,7-day Average Case Count
2540,COVID03_S.csv,Wk201217,,7-day Average Case Count
2541,COVID03_S.csv,Wk201218,,7-day Average Case Count
2542,COVID03_S.csv,Wk201219,,7-day Average Case Count
2543,COVID03_S.csv,Wk201220,,7-day Average Case Count
2544,COVID03_S.csv,Wk201221,,7-day Average Case Count
2545,COVID03_S.csv,Wk201222,,7-day Average Case Count
2546,COVID03_S.csv,Wk201223,,7-day Average Case Count
2547,COVID03_S.csv,Wk201224,,7-day Average Case Count
2548,COVID03_S.csv,Wk201225,,7-day Average Case Count
2549,COVID03_S.csv,Wk201226,,7-day Average Case Count
2550,COVID03_S.csv,Wk201227,,7-day Average Case Count
2551,COVID03_S.csv,Wk201228,,7-day Average Case Count
2552,COVID03_S.csv,Wk201229,,7-day Average Case Count
2553,COVID03_S.csv,Wk201230,,7-day Average Case Count
2554,COVID03_S.csv,Wk201231,,7-day Average Case Count
2555,COVID03_S.csv,Wk210101,,7-day Average Case Count
2556,COVID03_S.csv,Wk210102,,7-day Average Case Count
2557,COVID03_S.csv,Wk210103,,7-day Average Case Count
2558,COVID03_S.csv,Wk210104,,7-day Average Case Count
2559,COVID03_S.csv,Wk210105,,7-day Average Case Count
2560,COVID03_S.csv,Wk210106,,7-day Average Case Count
2561,COVID03_S.csv,Wk210107,,7-day Average Case Count
2562,COVID03_S.csv,Wk210108,,7-day Average Case Count
2563,COVID03_S.csv,Wk210109,,7-day Average Case Count
2564,COVID03_S.csv,Wk210110,,7-day Average Case Count
2565,COVID03_S.csv,Wk210111,,7-day Average Case Count
2566,COVID03_S.csv,Wk210112,,7-day Average Case Count
2567,COVID03_S.csv,Wk210113,,7-day Average Case Count
2568,COVID03_S.csv,Wk210114,,7-day Average Case Count
2569,COVID03_S.csv,Wk210115,,7-day Average Case Count
2570,COVID03_S.csv,Wk210116,,7-day Average Case Count
2571,COVID03_S.csv,Wk210117,,7-day Average Case Count
2572,COVID03_S.csv,Wk210118,,7-day Average Case Count
2573,COVID03_S.csv,Wk210119,,7-day Average Case Count
2574,COVID03_S.csv,Wk210120,,7-day Average Case Count
2575,COVID03_S.csv,Wk210121,,7-day Average Case Count
2576,COVID03_S.csv,Wk210122,,7-day Average Case Count
2577,COVID03_S.csv,Wk210123,,7-day Average Case Count
2578,COVID03_S.csv,Wk210124,,7-day Average Case Count
2579,COVID03_S.csv,Wk210125,,7-day Average Case Count
2580,COVID03_S.csv,Wk210126,,7-day Average Case Count
2581,COVID03_S.csv,Wk210127,,7-day Average Case Count
2582,COVID03_S.csv,Wk210128,,7-day Average Case Count
2583,COVID03_S.csv,Wk210129,,7-day Average Case Count
2584,COVID03_S.csv,Wk210130,,7-day Average Case Count
2585,COVID03_S.csv,Wk210131,,7-day Average Case Count
2586,COVID03_S.csv,Wk210201,,7-day Average Case Count
2587,COVID03_S.csv,Wk210202,,7-day Average Case Count
2588,COVID03_S.csv,Wk210203,,7-day Average Case Count
2589,COVID03_S.csv,Wk210204,,7-day Average Case Count
2590,COVID03_S.csv,Wk210205,,7-day Average Case Count
2591,COVID03_S.csv,Wk210206,,7-day Average Case Count
2592,COVID03_S.csv,Wk210207,,7-day Average Case Count
2593,COVID03_S.csv,Wk210208,,7-day Average Case Count
2594,COVID03_S.csv,Wk210209,,7-day Average Case Count
2595,COVID03_S.csv,Wk210210,,7-day Average Case Count
2596,COVID03_S.csv,Wk210211,,7-day Average Case Count
2597,COVID03_S.csv,Wk210212,,7-day Average Case Count
2598,COVID03_S.csv,Wk210213,,7-day Average Case Count
2599,COVID03_S.csv,Wk210214,,7-day Average Case Count
2600,COVID03_S.csv,Wk210215,,7-day Average Case Count
2601,COVID03_S.csv,Wk210216,,7-day Average Case Count
2602,COVID03_S.csv,Wk210217,,7-day Average Case Count
2603,COVID03_S.csv,Wk210218,,7-day Average Case Count
2604,COVID03_S.csv,Wk210219,,7-day Average Case Count
2605,COVID03_S.csv,Wk210220,,7-day Average Case Count
2606,COVID03_S.csv,Wk210221,,7-day Average Case Count
2607,COVID03_S.csv,Wk210222,,7-day Average Case Count
2608,COVID03_S.csv,Wk210223,,7-day Average Case Count
2609,COVID03_S.csv,Wk210224,,7-day Average Case Count
2610,COVID03_S.csv,Wk210225,,7-day Average Case Count
2611,COVID03_S.csv,Wk210226,,7-day Average Case Count
2612,COVID03_S.csv,Wk210227,,7-day Average Case Count
2613,COVID03_S.csv,Wk210228,,7-day Average Case Count
2614,COVID03_S.csv,Wk210301,,7-day Average Case Count
2615,COVID03_S.csv,Wk210302,,7-day Average Case Count
2616,COVID03_S.csv,Wk210303,,7-day Average Case Count
2617,COVID04_C.csv,COUNTYFP,,Historical 7-day Average Adjusted Case Count per 100K
2618,COVID04_C.csv,population,,Historical 7-day Average Adjusted Case Count per 100K
2619,COVID04_C.csv,WkAd200121,,Historical 7-day Average Adjusted Case Count per 100K
2620,COVID04_C.csv,WkAd200122,,Historical 7-day Average Adjusted Case Count per 100K
2621,COVID04_C.csv,WkAd200123,,Historical 7-day Average Adjusted Case Count per 100K
2622,COVID04_C.csv,WkAd200124,,Historical 7-day Average Adjusted Case Count per 100K
2623,COVID04_C.csv,WkAd200125,,Historical 7-day Average Adjusted Case Count per 100K
2624,COVID04_C.csv,WkAd200126,,Historical 7-day Average Adjusted Case Count per 100K
2625,COVID04_C.csv,WkAd200127,,Historical 7-day Average Adjusted Case Count per 100K
2626,COVID04_C.csv,WkAd200128,,Historical 7-day Average Adjusted Case Count per 100K
2627,COVID04_C.csv,WkAd200129,,Historical 7-day Average Adjusted Case Count per 100K
2628,COVID04_C.csv,WkAd200130,,Historical 7-day Average Adjusted Case Count per 100K
2629,COVID04_C.csv,WkAd200131,,Historical 7-day Average Adjusted Case Count per 100K
2630,COVID04_C.csv,WkAd200201,,Historical 7-day Average Adjusted Case Count per 100K
2631,COVID04_C.csv,WkAd200202,,Historical 7-day Average Adjusted Case Count per 100K
2632,COVID04_C.csv,WkAd200203,,Historical 7-day Average Adjusted Case Count per 100K
2633,COVID04_C.csv,WkAd200204,,Historical 7-day Average Adjusted Case Count per 100K
2634,COVID04_C.csv,WkAd200205,,Historical 7-day Average Adjusted Case Count per 100K
2635,COVID04_C.csv,WkAd200206,,Historical 7-day Average Adjusted Case Count per 100K
2636,COVID04_C.csv,WkAd200207,,Historical 7-day Average Adjusted Case Count per 100K
2637,COVID04_C.csv,WkAd200208,,Historical 7-day Average Adjusted Case Count per 100K
2638,COVID04_C.csv,WkAd200209,,Historical 7-day Average Adjusted Case Count per 100K
2639,COVID04_C.csv,WkAd200210,,Historical 7-day Average Adjusted Case Count per 100K
2640,COVID04_C.csv,WkAd200211,,Historical 7-day Average Adjusted Case Count per 100K
2641,COVID04_C.csv,WkAd200212,,Historical 7-day Average Adjusted Case Count per 100K
2642,COVID04_C.csv,WkAd200213,,Historical 7-day Average Adjusted Case Count per 100K
2643,COVID04_C.csv,WkAd200214,,Historical 7-day Average Adjusted Case Count per 100K
2644,COVID04_C.csv,WkAd200215,,Historical 7-day Average Adjusted Case Count per 100K
2645,COVID04_C.csv,WkAd200216,,Historical 7-day Average Adjusted Case Count per 100K
2646,COVID04_C.csv,WkAd200217,,Historical 7-day Average Adjusted Case Count per 100K
2647,COVID04_C.csv,WkAd200218,,Historical 7-day Average Adjusted Case Count per 100K
2648,COVID04_C.csv,WkAd200219,,Historical 7-day Average Adjusted Case Count per 100K
2649,COVID04_C.csv,WkAd200220,,Historical 7-day Average Adjusted Case Count per 100K
2650,COVID04_C.csv,WkAd200221,,Historical 7-day Average Adjusted Case Count per 100K
2651,COVID04_C.csv,WkAd200222,,Historical 7-day Average Adjusted Case Count per 100K
2652,COVID04_C.csv,WkAd200223,,Historical 7-day Average Adjusted Case Count per 100K
2653,COVID04_C.csv,WkAd200224,,Historical 7-day Average Adjusted Case Count per 100K
2654,COVID04_C.csv,WkAd200225,,Historical 7-day Average Adjusted Case Count per 100K
2655,COVID04_C.csv,WkAd200226,,Historical 7-day Average Adjusted Case Count per 100K
2656,COVID04_C.csv,WkAd200227,,Historical 7-day Average Adjusted Case Count per 100K
2657,COVID04_C.csv,WkAd200228,,Historical 7-day Average Adjusted Case Count per 100K
2658,COVID04_C.csv,WkAd200229,,Historical 7-day Average Adjusted Case Count per 100K
2659,COVID04_C.csv,WkAd200301,,Historical 7-day Average Adjusted Case Count per 100K
2660,COVID04_C.csv,WkAd200302,,Historical 7-day Average Adjusted Case Count per 100K
2661,COVID04_C.csv,WkAd200303,,Historical 7-day Average Adjusted Case Count per 100K
2662,COVID04_C.csv,WkAd200304,,Historical 7-day Average Adjusted Case Count per 100K
2663,COVID04_C.csv,WkAd200305,,Historical 7-day Average Adjusted Case Count per 100K
2664,COVID04_C.csv,WkAd200306,,Historical 7-day Average Adjusted Case Count per 100K
2665,COVID04_C.csv,WkAd200307,,Historical 7-day Average Adjusted Case Count per 100K
2666,COVID04_C.csv,WkAd200308,,Historical 7-day Average Adjusted Case Count per 100K
2667,COVID04_C.csv,WkAd200309,,Historical 7-day Average Adjusted Case Count per 100K
2668,COVID04_C.csv,WkAd200310,,Historical 7-day Average Adjusted Case Count per 100K
2669,COVID04_C.csv,WkAd200311,,Historical 7-day Average Adjusted Case Count per 100K
2670,COVID04_C.csv,WkAd200312,,Historical 7-day Average Adjusted Case Count per 100K
2671,COVID04_C.csv,WkAd200313,,Historical 7-day Average Adjusted Case Count per 100K
2672,COVID04_C.csv,WkAd200314,,Historical 7-day Average Adjusted Case Count per 100K
2673,COVID04_C.csv,WkAd200315,,Historical 7-day Average Adjusted Case Count per 100K
2674,COVID04_C.csv,WkAd200316,,Historical 7-day Average Adjusted Case Count per 100K
2675,COVID04_C.csv,WkAd200317,,Historical 7-day Average Adjusted Case Count per 100K
2676,COVID04_C.csv,WkAd200318,,Historical 7-day Average Adjusted Case Count per 100K
2677,COVID04_C.csv,WkAd200319,,Historical 7-day Average Adjusted Case Count per 100K
2678,COVID04_C.csv,WkAd200320,,Historical 7-day Average Adjusted Case Count per 100K
2679,COVID04_C.csv,WkAd200321,,Historical 7-day Average Adjusted Case Count per 100K
2680,COVID04_C.csv,WkAd200322,,Historical 7-day Average Adjusted Case Count per 100K
2681,COVID04_C.csv,WkAd200323,,Historical 7-day Average Adjusted Case Count per 100K
2682,COVID04_C.csv,WkAd200324,,Historical 7-day Average Adjusted Case Count per 100K
2683,COVID04_C.csv,WkAd200325,,Historical 7-day Average Adjusted Case Count per 100K
2684,COVID04_C.csv,WkAd200326,,Historical 7-day Average Adjusted Case Count per 100K
2685,COVID04_C.csv,WkAd200327,,Historical 7-day Average Adjusted Case Count per 100K
2686,COVID04_C.csv,WkAd200328,,Historical 7-day Average Adjusted Case Count per 100K
2687,COVID04_C.csv,WkAd200329,,Historical 7-day Average Adjusted Case Count per 100K
2688,COVID04_C.csv,WkAd200330,,Historical 7-day Average Adjusted Case Count per 100K
2689,COVID04_C.csv,WkAd200331,,Historical 7-day Average Adjusted Case Count per 100K
2690,COVID04_C.csv,WkAd200401,,Historical 7-day Average Adjusted Case Count per 100K
2691,COVID04_C.csv,WkAd200402,,Historical 7-day Average Adjusted Case Count per 100K
2692,COVID04_C.csv,WkAd200403,,Historical 7-day Average Adjusted Case Count per 100K
2693,COVID04_C.csv,WkAd200404,,Historical 7-day Average Adjusted Case Count per 100K
2694,COVID04_C.csv,WkAd200405,,Historical 7-day Average Adjusted Case Count per 100K
2695,COVID04_C.csv,WkAd200406,,Historical 7-day Average Adjusted Case Count per 100K
2696,COVID04_C.csv,WkAd200407,,Historical 7-day Average Adjusted Case Count per 100K
2697,COVID04_C.csv,WkAd200408,,Historical 7-day Average Adjusted Case Count per 100K
2698,COVID04_C.csv,WkAd200409,,Historical 7-day Average Adjusted Case Count per 100K
2699,COVID04_C.csv,WkAd200410,,Historical 7-day Average Adjusted Case Count per 100K
2700,COVID04_C.csv,WkAd200411,,Historical 7-day Average Adjusted Case Count per 100K
2701,COVID04_C.csv,WkAd200412,,Historical 7-day Average Adjusted Case Count per 100K
2702,COVID04_C.csv,WkAd200413,,Historical 7-day Average Adjusted Case Count per 100K
2703,COVID04_C.csv,WkAd200414,,Historical 7-day Average Adjusted Case Count per 100K
2704,COVID04_C.csv,WkAd200415,,Historical 7-day Average Adjusted Case Count per 100K
2705,COVID04_C.csv,WkAd200416,,Historical 7-day Average Adjusted Case Count per 100K
2706,COVID04_C.csv,WkAd200417,,Historical 7-day Average Adjusted Case Count per 100K
2707,COVID04_C.csv,WkAd200418,,Historical 7-day Average Adjusted Case Count per 100K
2708,COVID04_C.csv,WkAd200419,,Historical 7-day Average Adjusted Case Count per 100K
2709,COVID04_C.csv,WkAd200420,,Historical 7-day Average Adjusted Case Count per 100K
2710,COVID04_C.csv,WkAd200421,,Historical 7-day Average Adjusted Case Count per 100K
2711,COVID04_C.csv,WkAd200422,,Historical 7-day Average Adjusted Case Count per 100K
2712,COVID04_C.csv,WkAd200423,,Historical 7-day Average Adjusted Case Count per 100K
2713,COVID04_C.csv,WkAd200424,,Historical 7-day Average Adjusted Case Count per 100K
2714,COVID04_C.csv,WkAd200425,,Historical 7-day Average Adjusted Case Count per 100K
2715,COVID04_C.csv,WkAd200426,,Historical 7-day Average Adjusted Case Count per 100K
2716,COVID04_C.csv,WkAd200427,,Historical 7-day Average Adjusted Case Count per 100K
2717,COVID04_C.csv,WkAd200428,,Historical 7-day Average Adjusted Case Count per 100K
2718,COVID04_C.csv,WkAd200429,,Historical 7-day Average Adjusted Case Count per 100K
2719,COVID04_C.csv,WkAd200430,,Historical 7-day Average Adjusted Case Count per 100K
2720,COVID04_C.csv,WkAd200501,,Historical 7-day Average Adjusted Case Count per 100K
2721,COVID04_C.csv,WkAd200502,,Historical 7-day Average Adjusted Case Count per 100K
2722,COVID04_C.csv,WkAd200503,,Historical 7-day Average Adjusted Case Count per 100K
2723,COVID04_C.csv,WkAd200504,,Historical 7-day Average Adjusted Case Count per 100K
2724,COVID04_C.csv,WkAd200505,,Historical 7-day Average Adjusted Case Count per 100K
2725,COVID04_C.csv,WkAd200506,,Historical 7-day Average Adjusted Case Count per 100K
2726,COVID04_C.csv,WkAd200507,,Historical 7-day Average Adjusted Case Count per 100K
2727,COVID04_C.csv,WkAd200508,,Historical 7-day Average Adjusted Case Count per 100K
2728,COVID04_C.csv,WkAd200509,,Historical 7-day Average Adjusted Case Count per 100K
2729,COVID04_C.csv,WkAd200510,,Historical 7-day Average Adjusted Case Count per 100K
2730,COVID04_C.csv,WkAd200511,,Historical 7-day Average Adjusted Case Count per 100K
2731,COVID04_C.csv,WkAd200512,,Historical 7-day Average Adjusted Case Count per 100K
2732,COVID04_C.csv,WkAd200513,,Historical 7-day Average Adjusted Case Count per 100K
2733,COVID04_C.csv,WkAd200514,,Historical 7-day Average Adjusted Case Count per 100K
2734,COVID04_C.csv,WkAd200515,,Historical 7-day Average Adjusted Case Count per 100K
2735,COVID04_C.csv,WkAd200516,,Historical 7-day Average Adjusted Case Count per 100K
2736,COVID04_C.csv,WkAd200517,,Historical 7-day Average Adjusted Case Count per 100K
2737,COVID04_C.csv,WkAd200518,,Historical 7-day Average Adjusted Case Count per 100K
2738,COVID04_C.csv,WkAd200519,,Historical 7-day Average Adjusted Case Count per 100K
2739,COVID04_C.csv,WkAd200520,,Historical 7-day Average Adjusted Case Count per 100K
2740,COVID04_C.csv,WkAd200521,,Historical 7-day Average Adjusted Case Count per 100K
2741,COVID04_C.csv,WkAd200522,,Historical 7-day Average Adjusted Case Count per 100K
2742,COVID04_C.csv,WkAd200523,,Historical 7-day Average Adjusted Case Count per 100K
2743,COVID04_C.csv,WkAd200524,,Historical 7-day Average Adjusted Case Count per 100K
2744,COVID04_C.csv,WkAd200525,,Historical 7-day Average Adjusted Case Count per 100K
2745,COVID04_C.csv,WkAd200526,,Historical 7-day Average Adjusted Case Count per 100K
2746,COVID04_C.csv,WkAd200527,,Historical 7-day Average Adjusted Case Count per 100K
2747,COVID04_C.csv,WkAd200528,,Historical 7-day Average Adjusted Case Count per 100K
2748,COVID04_C.csv,WkAd200529,,Historical 7-day Average Adjusted Case Count per 100K
2749,COVID04_C.csv,WkAd200530,,Historical 7-day Average Adjusted Case Count per 100K
2750,COVID04_C.csv,WkAd200531,,Historical 7-day Average Adjusted Case Count per 100K
2751,COVID04_C.csv,WkAd200601,,Historical 7-day Average Adjusted Case Count per 100K
2752,COVID04_C.csv,WkAd200602,,Historical 7-day Average Adjusted Case Count per 100K
2753,COVID04_C.csv,WkAd200603,,Historical 7-day Average Adjusted Case Count per 100K
2754,COVID04_C.csv,WkAd200604,,Historical 7-day Average Adjusted Case Count per 100K
2755,COVID04_C.csv,WkAd200605,,Historical 7-day Average Adjusted Case Count per 100K
2756,COVID04_C.csv,WkAd200606,,Historical 7-day Average Adjusted Case Count per 100K
2757,COVID04_C.csv,WkAd200607,,Historical 7-day Average Adjusted Case Count per 100K
2758,COVID04_C.csv,WkAd200608,,Historical 7-day Average Adjusted Case Count per 100K
2759,COVID04_C.csv,WkAd200609,,Historical 7-day Average Adjusted Case Count per 100K
2760,COVID04_C.csv,WkAd200610,,Historical 7-day Average Adjusted Case Count per 100K
2761,COVID04_C.csv,WkAd200611,,Historical 7-day Average Adjusted Case Count per 100K
2762,COVID04_C.csv,WkAd200612,,Historical 7-day Average Adjusted Case Count per 100K
2763,COVID04_C.csv,WkAd200613,,Historical 7-day Average Adjusted Case Count per 100K
2764,COVID04_C.csv,WkAd200614,,Historical 7-day Average Adjusted Case Count per 100K
2765,COVID04_C.csv,WkAd200615,,Historical 7-day Average Adjusted Case Count per 100K
2766,COVID04_C.csv,WkAd200616,,Historical 7-day Average Adjusted Case Count per 100K
2767,COVID04_C.csv,WkAd200617,,Historical 7-day Average Adjusted Case Count per 100K
2768,COVID04_C.csv,WkAd200618,,Historical 7-day Average Adjusted Case Count per 100K
2769,COVID04_C.csv,WkAd200619,,Historical 7-day Average Adjusted Case Count per 100K
2770,COVID04_C.csv,WkAd200620,,Historical 7-day Average Adjusted Case Count per 100K
2771,COVID04_C.csv,WkAd200621,,Historical 7-day Average Adjusted Case Count per 100K
2772,COVID04_C.csv,WkAd200622,,Historical 7-day Average Adjusted Case Count per 100K
2773,COVID04_C.csv,WkAd200623,,Historical 7-day Average Adjusted Case Count per 100K
2774,COVID04_C.csv,WkAd200624,,Historical 7-day Average Adjusted Case Count per 100K
2775,COVID04_C.csv,WkAd200625,,Historical 7-day Average Adjusted Case Count per 100K
2776,COVID04_C.csv,WkAd200626,,Historical 7-day Average Adjusted Case Count per 100K
2777,COVID04_C.csv,WkAd200627,,Historical 7-day Average Adjusted Case Count per 100K
2778,COVID04_C.csv,WkAd200628,,Historical 7-day Average Adjusted Case Count per 100K
2779,COVID04_C.csv,WkAd200629,,Historical 7-day Average Adjusted Case Count per 100K
2780,COVID04_C.csv,WkAd200630,,Historical 7-day Average Adjusted Case Count per 100K
2781,COVID04_C.csv,WkAd200701,,Historical 7-day Average Adjusted Case Count per 100K
2782,COVID04_C.csv,WkAd200702,,Historical 7-day Average Adjusted Case Count per 100K
2783,COVID04_C.csv,WkAd200703,,Historical 7-day Average Adjusted Case Count per 100K
2784,COVID04_C.csv,WkAd200704,,Historical 7-day Average Adjusted Case Count per 100K
2785,COVID04_C.csv,WkAd200705,,Historical 7-day Average Adjusted Case Count per 100K
2786,COVID04_C.csv,WkAd200706,,Historical 7-day Average Adjusted Case Count per 100K
2787,COVID04_C.csv,WkAd200707,,Historical 7-day Average Adjusted Case Count per 100K
2788,COVID04_C.csv,WkAd200708,,Historical 7-day Average Adjusted Case Count per 100K
2789,COVID04_C.csv,WkAd200709,,Historical 7-day Average Adjusted Case Count per 100K
2790,COVID04_C.csv,WkAd200710,,Historical 7-day Average Adjusted Case Count per 100K
2791,COVID04_C.csv,WkAd200711,,Historical 7-day Average Adjusted Case Count per 100K
2792,COVID04_C.csv,WkAd200712,,Historical 7-day Average Adjusted Case Count per 100K
2793,COVID04_C.csv,WkAd200713,,Historical 7-day Average Adjusted Case Count per 100K
2794,COVID04_C.csv,WkAd200714,,Historical 7-day Average Adjusted Case Count per 100K
2795,COVID04_C.csv,WkAd200715,,Historical 7-day Average Adjusted Case Count per 100K
2796,COVID04_C.csv,WkAd200716,,Historical 7-day Average Adjusted Case Count per 100K
2797,COVID04_C.csv,WkAd200717,,Historical 7-day Average Adjusted Case Count per 100K
2798,COVID04_C.csv,WkAd200718,,Historical 7-day Average Adjusted Case Count per 100K
2799,COVID04_C.csv,WkAd200719,,Historical 7-day Average Adjusted Case Count per 100K
2800,COVID04_C.csv,WkAd200720,,Historical 7-day Average Adjusted Case Count per 100K
2801,COVID04_C.csv,WkAd200721,,Historical 7-day Average Adjusted Case Count per 100K
2802,COVID04_C.csv,WkAd200722,,Historical 7-day Average Adjusted Case Count per 100K
2803,COVID04_C.csv,WkAd200723,,Historical 7-day Average Adjusted Case Count per 100K
2804,COVID04_C.csv,WkAd200724,,Historical 7-day Average Adjusted Case Count per 100K
2805,COVID04_C.csv,WkAd200725,,Historical 7-day Average Adjusted Case Count per 100K
2806,COVID04_C.csv,WkAd200726,,Historical 7-day Average Adjusted Case Count per 100K
2807,COVID04_C.csv,WkAd200727,,Historical 7-day Average Adjusted Case Count per 100K
2808,COVID04_C.csv,WkAd200728,,Historical 7-day Average Adjusted Case Count per 100K
2809,COVID04_C.csv,WkAd200729,,Historical 7-day Average Adjusted Case Count per 100K
2810,COVID04_C.csv,WkAd200730,,Historical 7-day Average Adjusted Case Count per 100K
2811,COVID04_C.csv,WkAd200731,,Historical 7-day Average Adjusted Case Count per 100K
2812,COVID04_C.csv,WkAd200801,,Historical 7-day Average Adjusted Case Count per 100K
2813,COVID04_C.csv,WkAd200802,,Historical 7-day Average Adjusted Case Count per 100K
2814,COVID04_C.csv,WkAd200803,,Historical 7-day Average Adjusted Case Count per 100K
2815,COVID04_C.csv,WkAd200804,,Historical 7-day Average Adjusted Case Count per 100K
2816,COVID04_C.csv,WkAd200805,,Historical 7-day Average Adjusted Case Count per 100K
2817,COVID04_C.csv,WkAd200806,,Historical 7-day Average Adjusted Case Count per 100K
2818,COVID04_C.csv,WkAd200807,,Historical 7-day Average Adjusted Case Count per 100K
2819,COVID04_C.csv,WkAd200808,,Historical 7-day Average Adjusted Case Count per 100K
2820,COVID04_C.csv,WkAd200809,,Historical 7-day Average Adjusted Case Count per 100K
2821,COVID04_C.csv,WkAd200810,,Historical 7-day Average Adjusted Case Count per 100K
2822,COVID04_C.csv,WkAd200811,,Historical 7-day Average Adjusted Case Count per 100K
2823,COVID04_C.csv,WkAd200812,,Historical 7-day Average Adjusted Case Count per 100K
2824,COVID04_C.csv,WkAd200813,,Historical 7-day Average Adjusted Case Count per 100K
2825,COVID04_C.csv,WkAd200814,,Historical 7-day Average Adjusted Case Count per 100K
2826,COVID04_C.csv,WkAd200815,,Historical 7-day Average Adjusted Case Count per 100K
2827,COVID04_C.csv,WkAd200816,,Historical 7-day Average Adjusted Case Count per 100K
2828,COVID04_C.csv,WkAd200817,,Historical 7-day Average Adjusted Case Count per 100K
2829,COVID04_C.csv,WkAd200818,,Historical 7-day Average Adjusted Case Count per 100K
2830,COVID04_C.csv,WkAd200819,,Historical 7-day Average Adjusted Case Count per 100K
2831,COVID04_C.csv,WkAd200820,,Historical 7-day Average Adjusted Case Count per 100K
2832,COVID04_C.csv,WkAd200821,,Historical 7-day Average Adjusted Case Count per 100K
2833,COVID04_C.csv,WkAd200822,,Historical 7-day Average Adjusted Case Count per 100K
2834,COVID04_C.csv,WkAd200823,,Historical 7-day Average Adjusted Case Count per 100K
2835,COVID04_C.csv,WkAd200824,,Historical 7-day Average Adjusted Case Count per 100K
2836,COVID04_C.csv,WkAd200825,,Historical 7-day Average Adjusted Case Count per 100K
2837,COVID04_C.csv,WkAd200826,,Historical 7-day Average Adjusted Case Count per 100K
2838,COVID04_C.csv,WkAd200827,,Historical 7-day Average Adjusted Case Count per 100K
2839,COVID04_C.csv,WkAd200828,,Historical 7-day Average Adjusted Case Count per 100K
2840,COVID04_C.csv,WkAd200829,,Historical 7-day Average Adjusted Case Count per 100K
2841,COVID04_C.csv,WkAd200830,,Historical 7-day Average Adjusted Case Count per 100K
2842,COVID04_C.csv,WkAd200831,,Historical 7-day Average Adjusted Case Count per 100K
2843,COVID04_C.csv,WkAd200901,,Historical 7-day Average Adjusted Case Count per 100K
2844,COVID04_C.csv,WkAd200902,,Historical 7-day Average Adjusted Case Count per 100K
2845,COVID04_C.csv,WkAd200903,,Historical 7-day Average Adjusted Case Count per 100K
2846,COVID04_C.csv,WkAd200904,,Historical 7-day Average Adjusted Case Count per 100K
2847,COVID04_C.csv,WkAd200905,,Historical 7-day Average Adjusted Case Count per 100K
2848,COVID04_C.csv,WkAd200906,,Historical 7-day Average Adjusted Case Count per 100K
2849,COVID04_C.csv,WkAd200907,,Historical 7-day Average Adjusted Case Count per 100K
2850,COVID04_C.csv,WkAd200908,,Historical 7-day Average Adjusted Case Count per 100K
2851,COVID04_C.csv,WkAd200909,,Historical 7-day Average Adjusted Case Count per 100K
2852,COVID04_C.csv,WkAd200910,,Historical 7-day Average Adjusted Case Count per 100K
2853,COVID04_C.csv,WkAd200911,,Historical 7-day Average Adjusted Case Count per 100K
2854,COVID04_C.csv,WkAd200912,,Historical 7-day Average Adjusted Case Count per 100K
2855,COVID04_C.csv,WkAd200913,,Historical 7-day Average Adjusted Case Count per 100K
2856,COVID04_C.csv,WkAd200914,,Historical 7-day Average Adjusted Case Count per 100K
2857,COVID04_C.csv,WkAd200915,,Historical 7-day Average Adjusted Case Count per 100K
2858,COVID04_C.csv,WkAd200916,,Historical 7-day Average Adjusted Case Count per 100K
2859,COVID04_C.csv,WkAd200917,,Historical 7-day Average Adjusted Case Count per 100K
2860,COVID04_C.csv,WkAd200918,,Historical 7-day Average Adjusted Case Count per 100K
2861,COVID04_C.csv,WkAd200919,,Historical 7-day Average Adjusted Case Count per 100K
2862,COVID04_C.csv,WkAd200920,,Historical 7-day Average Adjusted Case Count per 100K
2863,COVID04_C.csv,WkAd200921,,Historical 7-day Average Adjusted Case Count per 100K
2864,COVID04_C.csv,WkAd200922,,Historical 7-day Average Adjusted Case Count per 100K
2865,COVID04_C.csv,WkAd200923,,Historical 7-day Average Adjusted Case Count per 100K
2866,COVID04_C.csv,WkAd200924,,Historical 7-day Average Adjusted Case Count per 100K
2867,COVID04_C.csv,WkAd200925,,Historical 7-day Average Adjusted Case Count per 100K
2868,COVID04_C.csv,WkAd200926,,Historical 7-day Average Adjusted Case Count per 100K
2869,COVID04_C.csv,WkAd200927,,Historical 7-day Average Adjusted Case Count per 100K
2870,COVID04_C.csv,WkAd200928,,Historical 7-day Average Adjusted Case Count per 100K
2871,COVID04_C.csv,WkAd200929,,Historical 7-day Average Adjusted Case Count per 100K
2872,COVID04_C.csv,WkAd200930,,Historical 7-day Average Adjusted Case Count per 100K
2873,COVID04_C.csv,WkAd201001,,Historical 7-day Average Adjusted Case Count per 100K
