file,variable_name,variable_description,variable_construct,,theme
COVID03_S.csv,Wk200412,,7-day Average Case Count,,
COVID03_S.csv,Wk200413,,7-day Average Case Count,,
COVID03_S.csv,Wk200414,,7-day Average Case Count,,
COVID03_S.csv,Wk200415,,7-day Average Case Count,,
COVID03_S.csv,Wk200416,,7-day Average Case Count,,
COVID03_S.csv,Wk200417,,7-day Average Case Count,,
COVID03_S.csv,Wk200418,,7-day Average Case Count,,
COVID03_S.csv,Wk200419,,7-day Average Case Count,,
COVID03_S.csv,Wk200420,,7-day Average Case Count,,
COVID03_S.csv,Wk200421,,7-day Average Case Count,,
COVID03_S.csv,Wk200422,,7-day Average Case Count,,
COVID03_S.csv,Wk200423,,7-day Average Case Count,,
COVID03_S.csv,Wk200424,,7-day Average Case Count,,
COVID03_S.csv,Wk200425,,7-day Average Case Count,,
COVID03_S.csv,Wk200426,,7-day Average Case Count,,
COVID03_S.csv,Wk200427,,7-day Average Case Count,,
COVID03_S.csv,Wk200428,,7-day Average Case Count,,
COVID03_S.csv,Wk200429,,7-day Average Case Count,,
COVID03_S.csv,Wk200430,,7-day Average Case Count,,
COVID03_S.csv,Wk200501,,7-day Average Case Count,,
COVID03_S.csv,Wk200502,,7-day Average Case Count,,
COVID03_S.csv,Wk200503,,7-day Average Case Count,,
COVID03_S.csv,Wk200504,,7-day Average Case Count,,
COVID03_S.csv,Wk200505,,7-day Average Case Count,,
COVID03_S.csv,Wk200506,,7-day Average Case Count,,
COVID03_S.csv,Wk200507,,7-day Average Case Count,,
COVID03_S.csv,Wk200508,,7-day Average Case Count,,
COVID03_S.csv,Wk200509,,7-day Average Case Count,,
COVID03_S.csv,Wk200510,,7-day Average Case Count,,
COVID03_S.csv,Wk200511,,7-day Average Case Count,,
COVID03_S.csv,Wk200512,,7-day Average Case Count,,
COVID03_S.csv,Wk200513,,7-day Average Case Count,,
COVID03_S.csv,Wk200514,,7-day Average Case Count,,
COVID03_S.csv,Wk200515,,7-day Average Case Count,,
COVID03_S.csv,Wk200516,,7-day Average Case Count,,
COVID03_S.csv,Wk200517,,7-day Average Case Count,,
COVID03_S.csv,Wk200518,,7-day Average Case Count,,
COVID03_S.csv,Wk200519,,7-day Average Case Count,,
COVID03_S.csv,Wk200520,,7-day Average Case Count,,
COVID03_S.csv,Wk200521,,7-day Average Case Count,,
COVID03_S.csv,Wk200522,,7-day Average Case Count,,
COVID03_S.csv,Wk200523,,7-day Average Case Count,,
COVID03_S.csv,Wk200524,,7-day Average Case Count,,
COVID03_S.csv,Wk200525,,7-day Average Case Count,,
COVID03_S.csv,Wk200526,,7-day Average Case Count,,
COVID03_S.csv,Wk200527,,7-day Average Case Count,,
COVID03_S.csv,Wk200528,,7-day Average Case Count,,
COVID03_S.csv,Wk200529,,7-day Average Case Count,,
COVID03_S.csv,Wk200530,,7-day Average Case Count,,
COVID03_S.csv,Wk200531,,7-day Average Case Count,,
COVID03_S.csv,Wk200601,,7-day Average Case Count,,
COVID03_S.csv,Wk200602,,7-day Average Case Count,,
COVID03_S.csv,Wk200603,,7-day Average Case Count,,
COVID03_S.csv,Wk200604,,7-day Average Case Count,,
COVID03_S.csv,Wk200605,,7-day Average Case Count,,
COVID03_S.csv,Wk200606,,7-day Average Case Count,,
COVID03_S.csv,Wk200607,,7-day Average Case Count,,
COVID03_S.csv,Wk200608,,7-day Average Case Count,,
COVID03_S.csv,Wk200609,,7-day Average Case Count,,
COVID03_S.csv,Wk200610,,7-day Average Case Count,,
COVID03_S.csv,Wk200611,,7-day Average Case Count,,
COVID03_S.csv,Wk200612,,7-day Average Case Count,,
COVID03_S.csv,Wk200613,,7-day Average Case Count,,
COVID03_S.csv,Wk200614,,7-day Average Case Count,,
COVID03_S.csv,Wk200615,,7-day Average Case Count,,
COVID03_S.csv,Wk200616,,7-day Average Case Count,,
COVID03_S.csv,Wk200617,,7-day Average Case Count,,
COVID03_S.csv,Wk200618,,7-day Average Case Count,,
COVID03_S.csv,Wk200619,,7-day Average Case Count,,
COVID03_S.csv,Wk200620,,7-day Average Case Count,,
COVID03_S.csv,Wk200621,,7-day Average Case Count,,
COVID03_S.csv,Wk200622,,7-day Average Case Count,,
COVID03_S.csv,Wk200623,,7-day Average Case Count,,
COVID03_S.csv,Wk200624,,7-day Average Case Count,,
COVID03_S.csv,Wk200625,,7-day Average Case Count,,
COVID03_S.csv,Wk200626,,7-day Average Case Count,,
COVID03_S.csv,Wk200627,,7-day Average Case Count,,
COVID03_S.csv,Wk200628,,7-day Average Case Count,,
COVID03_S.csv,Wk200629,,7-day Average Case Count,,
COVID03_S.csv,Wk200630,,7-day Average Case Count,,
COVID03_S.csv,Wk200701,,7-day Average Case Count,,
COVID03_S.csv,Wk200702,,7-day Average Case Count,,
COVID03_S.csv,Wk200703,,7-day Average Case Count,,
COVID03_S.csv,Wk200704,,7-day Average Case Count,,
COVID03_S.csv,Wk200705,,7-day Average Case Count,,
COVID03_S.csv,Wk200706,,7-day Average Case Count,,
COVID03_S.csv,Wk200707,,7-day Average Case Count,,
COVID03_S.csv,Wk200708,,7-day Average Case Count,,
COVID03_S.csv,Wk200709,,7-day Average Case Count,,
COVID03_S.csv,Wk200710,,7-day Average Case Count,,
COVID03_S.csv,Wk200711,,7-day Average Case Count,,
COVID03_S.csv,Wk200712,,7-day Average Case Count,,
COVID03_S.csv,Wk200713,,7-day Average Case Count,,
COVID03_S.csv,Wk200714,,7-day Average Case Count,,
COVID03_S.csv,Wk200715,,7-day Average Case Count,,
COVID03_S.csv,Wk200716,,7-day Average Case Count,,
COVID03_S.csv,Wk200717,,7-day Average Case Count,,
COVID03_S.csv,Wk200718,,7-day Average Case Count,,
COVID03_S.csv,Wk200719,,7-day Average Case Count,,
COVID03_S.csv,Wk200720,,7-day Average Case Count,,
COVID03_S.csv,Wk200721,,7-day Average Case Count,,
COVID03_S.csv,Wk200722,,7-day Average Case Count,,
COVID03_S.csv,Wk200723,,7-day Average Case Count,,
COVID03_S.csv,Wk200724,,7-day Average Case Count,,
COVID03_S.csv,Wk200725,,7-day Average Case Count,,
COVID03_S.csv,Wk200726,,7-day Average Case Count,,
COVID03_S.csv,Wk200727,,7-day Average Case Count,,
COVID03_S.csv,Wk200728,,7-day Average Case Count,,
COVID03_S.csv,Wk200729,,7-day Average Case Count,,
COVID03_S.csv,Wk200730,,7-day Average Case Count,,
COVID03_S.csv,Wk200731,,7-day Average Case Count,,
COVID03_S.csv,Wk200801,,7-day Average Case Count,,
COVID03_S.csv,Wk200802,,7-day Average Case Count,,
COVID03_S.csv,Wk200803,,7-day Average Case Count,,
COVID03_S.csv,Wk200804,,7-day Average Case Count,,
COVID03_S.csv,Wk200805,,7-day Average Case Count,,
COVID03_S.csv,Wk200806,,7-day Average Case Count,,
COVID03_S.csv,Wk200807,,7-day Average Case Count,,
COVID03_S.csv,Wk200808,,7-day Average Case Count,,
COVID03_S.csv,Wk200809,,7-day Average Case Count,,
COVID03_S.csv,Wk200810,,7-day Average Case Count,,
COVID03_S.csv,Wk200811,,7-day Average Case Count,,
COVID03_S.csv,Wk200812,,7-day Average Case Count,,
COVID03_S.csv,Wk200813,,7-day Average Case Count,,
COVID03_S.csv,Wk200814,,7-day Average Case Count,,
COVID03_S.csv,Wk200815,,7-day Average Case Count,,
COVID03_S.csv,Wk200816,,7-day Average Case Count,,
COVID03_S.csv,Wk200817,,7-day Average Case Count,,
COVID03_S.csv,Wk200818,,7-day Average Case Count,,
COVID03_S.csv,Wk200819,,7-day Average Case Count,,
COVID03_S.csv,Wk200820,,7-day Average Case Count,,
COVID03_S.csv,Wk200821,,7-day Average Case Count,,
COVID03_S.csv,Wk200822,,7-day Average Case Count,,
COVID03_S.csv,Wk200823,,7-day Average Case Count,,
COVID03_S.csv,Wk200824,,7-day Average Case Count,,
COVID03_S.csv,Wk200825,,7-day Average Case Count,,
COVID03_S.csv,Wk200826,,7-day Average Case Count,,
COVID03_S.csv,Wk200827,,7-day Average Case Count,,
COVID03_S.csv,Wk200828,,7-day Average Case Count,,
COVID03_S.csv,Wk200829,,7-day Average Case Count,,
COVID03_S.csv,Wk200830,,7-day Average Case Count,,
COVID03_S.csv,Wk200831,,7-day Average Case Count,,
COVID03_S.csv,Wk200901,,7-day Average Case Count,,
COVID03_S.csv,Wk200902,,7-day Average Case Count,,
COVID03_S.csv,Wk200903,,7-day Average Case Count,,
COVID03_S.csv,Wk200904,,7-day Average Case Count,,
COVID03_S.csv,Wk200905,,7-day Average Case Count,,
COVID03_S.csv,Wk200906,,7-day Average Case Count,,
COVID03_S.csv,Wk200907,,7-day Average Case Count,,
COVID03_S.csv,Wk200908,,7-day Average Case Count,,
COVID03_S.csv,Wk200909,,7-day Average Case Count,,
COVID03_S.csv,Wk200910,,7-day Average Case Count,,
COVID03_S.csv,Wk200911,,7-day Average Case Count,,
COVID03_S.csv,Wk200912,,7-day Average Case Count,,
COVID03_S.csv,Wk200913,,7-day Average Case Count,,
COVID03_S.csv,Wk200914,,7-day Average Case Count,,
COVID03_S.csv,Wk200915,,7-day Average Case Count,,
COVID03_S.csv,Wk200916,,7-day Average Case Count,,
COVID03_S.csv,Wk200917,,7-day Average Case Count,,
COVID03_S.csv,Wk200918,,7-day Average Case Count,,
COVID03_S.csv,Wk200919,,7-day Average Case Count,,
COVID03_S.csv,Wk200920,,7-day Average Case Count,,
COVID03_S.csv,Wk200921,,7-day Average Case Count,,
COVID03_S.csv,Wk200922,,7-day Average Case Count,,
COVID03_S.csv,Wk200923,,7-day Average Case Count,,
COVID03_S.csv,Wk200924,,7-day Average Case Count,,
COVID03_S.csv,Wk200925,,7-day Average Case Count,,
COVID03_S.csv,Wk200926,,7-day Average Case Count,,
COVID03_S.csv,Wk200927,,7-day Average Case Count,,
COVID03_S.csv,Wk200928,,7-day Average Case Count,,
COVID03_S.csv,Wk200929,,7-day Average Case Count,,
COVID03_S.csv,Wk200930,,7-day Average Case Count,,
COVID03_S.csv,Wk201001,,7-day Average Case Count,,
COVID03_S.csv,Wk201002,,7-day Average Case Count,,
COVID03_S.csv,Wk201003,,7-day Average Case Count,,
COVID03_S.csv,Wk201004,,7-day Average Case Count,,
COVID03_S.csv,Wk201005,,7-day Average Case Count,,
COVID03_S.csv,Wk201006,,7-day Average Case Count,,
COVID03_S.csv,Wk201007,,7-day Average Case Count,,
COVID03_S.csv,Wk201008,,7-day Average Case Count,,
COVID03_S.csv,Wk201009,,7-day Average Case Count,,
COVID03_S.csv,Wk201010,,7-day Average Case Count,,
COVID03_S.csv,Wk201011,,7-day Average Case Count,,
COVID03_S.csv,Wk201012,,7-day Average Case Count,,
COVID03_S.csv,Wk201013,,7-day Average Case Count,,
COVID03_S.csv,Wk201014,,7-day Average Case Count,,
COVID03_S.csv,Wk201015,,7-day Average Case Count,,
COVID03_S.csv,Wk201016,,7-day Average Case Count,,
COVID03_S.csv,Wk201017,,7-day Average Case Count,,
COVID03_S.csv,Wk201018,,7-day Average Case Count,,
COVID03_S.csv,Wk201019,,7-day Average Case Count,,
COVID03_S.csv,Wk201020,,7-day Average Case Count,,
COVID03_S.csv,Wk201021,,7-day Average Case Count,,
COVID03_S.csv,Wk201022,,7-day Average Case Count,,
COVID03_S.csv,Wk201023,,7-day Average Case Count,,
COVID03_S.csv,Wk201024,,7-day Average Case Count,,
COVID03_S.csv,Wk201025,,7-day Average Case Count,,
COVID03_S.csv,Wk201026,,7-day Average Case Count,,
COVID03_S.csv,Wk201027,,7-day Average Case Count,,
COVID03_S.csv,Wk201028,,7-day Average Case Count,,
COVID03_S.csv,Wk201029,,7-day Average Case Count,,
COVID03_S.csv,Wk201030,,7-day Average Case Count,,
COVID03_S.csv,Wk201031,,7-day Average Case Count,,
COVID03_S.csv,Wk201101,,7-day Average Case Count,,
COVID03_S.csv,Wk201102,,7-day Average Case Count,,
COVID03_S.csv,Wk201103,,7-day Average Case Count,,
COVID03_S.csv,Wk201104,,7-day Average Case Count,,
COVID03_S.csv,Wk201105,,7-day Average Case Count,,
COVID03_S.csv,Wk201106,,7-day Average Case Count,,
COVID03_S.csv,Wk201107,,7-day Average Case Count,,
COVID03_S.csv,Wk201108,,7-day Average Case Count,,
COVID03_S.csv,Wk201109,,7-day Average Case Count,,
COVID03_S.csv,Wk201110,,7-day Average Case Count,,
COVID03_S.csv,Wk201111,,7-day Average Case Count,,
COVID03_S.csv,Wk201112,,7-day Average Case Count,,
COVID03_S.csv,Wk201113,,7-day Average Case Count,,
COVID03_S.csv,Wk201114,,7-day Average Case Count,,
COVID03_S.csv,Wk201115,,7-day Average Case Count,,
COVID03_S.csv,Wk201116,,7-day Average Case Count,,
COVID03_S.csv,Wk201117,,7-day Average Case Count,,
COVID03_S.csv,Wk201118,,7-day Average Case Count,,
COVID03_S.csv,Wk201119,,7-day Average Case Count,,
COVID03_S.csv,Wk201120,,7-day Average Case Count,,
COVID03_S.csv,Wk201121,,7-day Average Case Count,,
COVID03_S.csv,Wk201122,,7-day Average Case Count,,
COVID03_S.csv,Wk201123,,7-day Average Case Count,,
COVID03_S.csv,Wk201124,,7-day Average Case Count,,
COVID03_S.csv,Wk201125,,7-day Average Case Count,,
COVID03_S.csv,Wk201126,,7-day Average Case Count,,
COVID03_S.csv,Wk201127,,7-day Average Case Count,,
COVID03_S.csv,Wk201128,,7-day Average Case Count,,
COVID03_S.csv,Wk201129,,7-day Average Case Count,,
COVID03_S.csv,Wk201130,,7-day Average Case Count,,
COVID03_S.csv,Wk201201,,7-day Average Case Count,,
COVID03_S.csv,Wk201202,,7-day Average Case Count,,
COVID03_S.csv,Wk201203,,7-day Average Case Count,,
COVID03_S.csv,Wk201204,,7-day Average Case Count,,
COVID03_S.csv,Wk201205,,7-day Average Case Count,,
COVID03_S.csv,Wk201206,,7-day Average Case Count,,
COVID03_S.csv,Wk201207,,7-day Average Case Count,,
COVID03_S.csv,Wk201208,,7-day Average Case Count,,
COVID03_S.csv,Wk201209,,7-day Average Case Count,,
COVID03_S.csv,Wk201210,,7-day Average Case Count,,
COVID03_S.csv,Wk201211,,7-day Average Case Count,,
COVID03_S.csv,Wk201212,,7-day Average Case Count,,
COVID03_S.csv,Wk201213,,7-day Average Case Count,,
COVID03_S.csv,Wk201214,,7-day Average Case Count,,
COVID03_S.csv,Wk201215,,7-day Average Case Count,,
COVID03_S.csv,Wk201216,,7-day Average Case Count,,
COVID03_S.csv,Wk201217,,7-day Average Case Count,,
COVID03_S.csv,Wk201218,,7-day Average Case Count,,
COVID03_S.csv,Wk201219,,7-day Average Case Count,,
COVID03_S.csv,Wk201220,,7-day Average Case Count,,
COVID03_S.csv,Wk201221,,7-day Average Case Count,,
COVID03_S.csv,Wk201222,,7-day Average Case Count,,
COVID03_S.csv,Wk201223,,7-day Average Case Count,,
COVID03_S.csv,Wk201224,,7-day Average Case Count,,
COVID03_S.csv,Wk201225,,7-day Average Case Count,,
COVID03_S.csv,Wk201226,,7-day Average Case Count,,
COVID03_S.csv,Wk201227,,7-day Average Case Count,,
COVID03_S.csv,Wk201228,,7-day Average Case Count,,
COVID03_S.csv,Wk201229,,7-day Average Case Count,,
COVID03_S.csv,Wk201230,,7-day Average Case Count,,
COVID03_S.csv,Wk201231,,7-day Average Case Count,,
COVID03_S.csv,Wk210101,,7-day Average Case Count,,
COVID03_S.csv,Wk210102,,7-day Average Case Count,,
COVID03_S.csv,Wk210103,,7-day Average Case Count,,
COVID03_S.csv,Wk210104,,7-day Average Case Count,,
COVID03_S.csv,Wk210105,,7-day Average Case Count,,
COVID03_S.csv,Wk210106,,7-day Average Case Count,,
COVID03_S.csv,Wk210107,,7-day Average Case Count,,
COVID03_S.csv,Wk210108,,7-day Average Case Count,,
COVID03_S.csv,Wk210109,,7-day Average Case Count,,
COVID03_S.csv,Wk210110,,7-day Average Case Count,,
COVID03_S.csv,Wk210111,,7-day Average Case Count,,
COVID03_S.csv,Wk210112,,7-day Average Case Count,,
COVID03_S.csv,Wk210113,,7-day Average Case Count,,
COVID03_S.csv,Wk210114,,7-day Average Case Count,,
COVID03_S.csv,Wk210115,,7-day Average Case Count,,
COVID03_S.csv,Wk210116,,7-day Average Case Count,,
COVID03_S.csv,Wk210117,,7-day Average Case Count,,
COVID03_S.csv,Wk210118,,7-day Average Case Count,,
COVID03_S.csv,Wk210119,,7-day Average Case Count,,
COVID03_S.csv,Wk210120,,7-day Average Case Count,,
COVID03_S.csv,Wk210121,,7-day Average Case Count,,
COVID03_S.csv,Wk210122,,7-day Average Case Count,,
COVID03_S.csv,Wk210123,,7-day Average Case Count,,
COVID03_S.csv,Wk210124,,7-day Average Case Count,,
COVID03_S.csv,Wk210125,,7-day Average Case Count,,
COVID03_S.csv,Wk210126,,7-day Average Case Count,,
COVID03_S.csv,Wk210127,,7-day Average Case Count,,
COVID03_S.csv,Wk210128,,7-day Average Case Count,,
COVID03_S.csv,Wk210129,,7-day Average Case Count,,
COVID03_S.csv,Wk210130,,7-day Average Case Count,,
COVID03_S.csv,Wk210131,,7-day Average Case Count,,
COVID03_S.csv,Wk210201,,7-day Average Case Count,,
COVID03_S.csv,Wk210202,,7-day Average Case Count,,
COVID03_S.csv,Wk210203,,7-day Average Case Count,,
COVID03_S.csv,Wk210204,,7-day Average Case Count,,
COVID03_S.csv,Wk210205,,7-day Average Case Count,,
COVID03_S.csv,Wk210206,,7-day Average Case Count,,
COVID03_S.csv,Wk210207,,7-day Average Case Count,,
COVID03_S.csv,Wk210208,,7-day Average Case Count,,
COVID03_S.csv,Wk210209,,7-day Average Case Count,,
COVID03_S.csv,Wk210210,,7-day Average Case Count,,
COVID03_S.csv,Wk210211,,7-day Average Case Count,,
COVID03_S.csv,Wk210212,,7-day Average Case Count,,
COVID03_S.csv,Wk210213,,7-day Average Case Count,,
COVID03_S.csv,Wk210214,,7-day Average Case Count,,
COVID03_S.csv,Wk210215,,7-day Average Case Count,,
COVID03_S.csv,Wk210216,,7-day Average Case Count,,
COVID03_S.csv,Wk210217,,7-day Average Case Count,,
COVID03_S.csv,Wk210218,,7-day Average Case Count,,
COVID03_S.csv,Wk210219,,7-day Average Case Count,,
COVID03_S.csv,Wk210220,,7-day Average Case Count,,
COVID03_S.csv,Wk210221,,7-day Average Case Count,,
COVID03_S.csv,Wk210222,,7-day Average Case Count,,
COVID03_S.csv,Wk210223,,7-day Average Case Count,,
COVID03_S.csv,Wk210224,,7-day Average Case Count,,
COVID03_S.csv,Wk210225,,7-day Average Case Count,,
COVID03_S.csv,Wk210226,,7-day Average Case Count,,
COVID03_S.csv,Wk210227,,7-day Average Case Count,,
COVID03_S.csv,Wk210228,,7-day Average Case Count,,
COVID03_S.csv,Wk210301,,7-day Average Case Count,,
COVID03_S.csv,Wk210302,,7-day Average Case Count,,
COVID03_S.csv,Wk210303,,7-day Average Case Count,,
COVID04_C.csv,COUNTYFP,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,population,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200121,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200122,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200123,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200124,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200125,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200126,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200127,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200128,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200129,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200130,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200131,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200201,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200202,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200203,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200204,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200205,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200206,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200207,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200208,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200209,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200210,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200211,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200212,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200213,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200214,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200215,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200216,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200217,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200218,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200219,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200220,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200221,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200222,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200223,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200224,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200225,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200226,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200227,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200228,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200229,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200301,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200302,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200303,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200304,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200305,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200306,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200307,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200308,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200309,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200310,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200311,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200312,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200313,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200314,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200315,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200316,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200317,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200318,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200319,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200320,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200321,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200322,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200323,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200324,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200325,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200326,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200327,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200328,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200329,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200330,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200331,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200401,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200402,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200403,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200404,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200405,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200406,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200407,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200408,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200409,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200410,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200411,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200412,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200413,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200414,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200415,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200416,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200417,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200418,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200419,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200420,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200421,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200422,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200423,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200424,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200425,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200426,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200427,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200428,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200429,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200430,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200501,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_C.csv,WkAd200502,,Historical 7-day Average Adjusted Case Count per 100K,,
