file,nProperty,variable,variable_construct
COVID02_C.csv,CmAd210220,,
COVID02_C.csv,CmAd210221,,
COVID02_C.csv,CmAd210222,,
COVID02_C.csv,CmAd210223,,
COVID02_C.csv,CmAd210224,,
COVID02_C.csv,CmAd210225,,
COVID02_C.csv,CmAd210226,,
COVID02_C.csv,CmAd210227,,
COVID02_C.csv,CmAd210228,,
COVID02_C.csv,CmAd210301,,
COVID02_C.csv,CmAd210302,,
COVID02_C.csv,CmAd210303,,
COVID02_S.csv,STATEFP,,
COVID02_S.csv,population,,
COVID02_S.csv,CmAd200121,,
COVID02_S.csv,CmAd200122,,
COVID02_S.csv,CmAd200123,,
COVID02_S.csv,CmAd200124,,
COVID02_S.csv,CmAd200125,,
COVID02_S.csv,CmAd200126,,
COVID02_S.csv,CmAd200127,,
COVID02_S.csv,CmAd200128,,
COVID02_S.csv,CmAd200129,,
COVID02_S.csv,CmAd200130,,
COVID02_S.csv,CmAd200131,,
COVID02_S.csv,CmAd200201,,
COVID02_S.csv,CmAd200202,,
COVID02_S.csv,CmAd200203,,
COVID02_S.csv,CmAd200204,,
COVID02_S.csv,CmAd200205,,
COVID02_S.csv,CmAd200206,,
COVID02_S.csv,CmAd200207,,
COVID02_S.csv,CmAd200208,,
COVID02_S.csv,CmAd200209,,
COVID02_S.csv,CmAd200210,,
COVID02_S.csv,CmAd200211,,
COVID02_S.csv,CmAd200212,,
COVID02_S.csv,CmAd200213,,
COVID02_S.csv,CmAd200214,,
COVID02_S.csv,CmAd200215,,
COVID02_S.csv,CmAd200216,,
COVID02_S.csv,CmAd200217,,
COVID02_S.csv,CmAd200218,,
COVID02_S.csv,CmAd200219,,
COVID02_S.csv,CmAd200220,,
COVID02_S.csv,CmAd200221,,
COVID02_S.csv,CmAd200222,,
COVID02_S.csv,CmAd200223,,
COVID02_S.csv,CmAd200224,,
COVID02_S.csv,CmAd200225,,
COVID02_S.csv,CmAd200226,,
COVID02_S.csv,CmAd200227,,
COVID02_S.csv,CmAd200228,,
COVID02_S.csv,CmAd200229,,
COVID02_S.csv,CmAd200301,,
COVID02_S.csv,CmAd200302,,
COVID02_S.csv,CmAd200303,,
COVID02_S.csv,CmAd200304,,
COVID02_S.csv,CmAd200305,,
COVID02_S.csv,CmAd200306,,
COVID02_S.csv,CmAd200307,,
COVID02_S.csv,CmAd200308,,
COVID02_S.csv,CmAd200309,,
COVID02_S.csv,CmAd200310,,
COVID02_S.csv,CmAd200311,,
COVID02_S.csv,CmAd200312,,
COVID02_S.csv,CmAd200313,,
COVID02_S.csv,CmAd200314,,
COVID02_S.csv,CmAd200315,,
COVID02_S.csv,CmAd200316,,
COVID02_S.csv,CmAd200317,,
COVID02_S.csv,CmAd200318,,
COVID02_S.csv,CmAd200319,,
COVID02_S.csv,CmAd200320,,
COVID02_S.csv,CmAd200321,,
COVID02_S.csv,CmAd200322,,
COVID02_S.csv,CmAd200323,,
COVID02_S.csv,CmAd200324,,
COVID02_S.csv,CmAd200325,,
COVID02_S.csv,CmAd200326,,
COVID02_S.csv,CmAd200327,,
COVID02_S.csv,CmAd200328,,
COVID02_S.csv,CmAd200329,,
COVID02_S.csv,CmAd200330,,
COVID02_S.csv,CmAd200331,,
COVID02_S.csv,CmAd200401,,
COVID02_S.csv,CmAd200402,,
COVID02_S.csv,CmAd200403,,
COVID02_S.csv,CmAd200404,,
COVID02_S.csv,CmAd200405,,
COVID02_S.csv,CmAd200406,,
COVID02_S.csv,CmAd200407,,
COVID02_S.csv,CmAd200408,,
COVID02_S.csv,CmAd200409,,
COVID02_S.csv,CmAd200410,,
COVID02_S.csv,CmAd200411,,
COVID02_S.csv,CmAd200412,,
COVID02_S.csv,CmAd200413,,
COVID02_S.csv,CmAd200414,,
COVID02_S.csv,CmAd200415,,
COVID02_S.csv,CmAd200416,,
COVID02_S.csv,CmAd200417,,
COVID02_S.csv,CmAd200418,,
COVID02_S.csv,CmAd200419,,
COVID02_S.csv,CmAd200420,,
COVID02_S.csv,CmAd200421,,
COVID02_S.csv,CmAd200422,,
COVID02_S.csv,CmAd200423,,
COVID02_S.csv,CmAd200424,,
COVID02_S.csv,CmAd200425,,
COVID02_S.csv,CmAd200426,,
COVID02_S.csv,CmAd200427,,
COVID02_S.csv,CmAd200428,,
COVID02_S.csv,CmAd200429,,
COVID02_S.csv,CmAd200430,,
COVID02_S.csv,CmAd200501,,
COVID02_S.csv,CmAd200502,,
COVID02_S.csv,CmAd200503,,
COVID02_S.csv,CmAd200504,,
COVID02_S.csv,CmAd200505,,
COVID02_S.csv,CmAd200506,,
COVID02_S.csv,CmAd200507,,
COVID02_S.csv,CmAd200508,,
COVID02_S.csv,CmAd200509,,
COVID02_S.csv,CmAd200510,,
COVID02_S.csv,CmAd200511,,
COVID02_S.csv,CmAd200512,,
COVID02_S.csv,CmAd200513,,
COVID02_S.csv,CmAd200514,,
COVID02_S.csv,CmAd200515,,
COVID02_S.csv,CmAd200516,,
COVID02_S.csv,CmAd200517,,
COVID02_S.csv,CmAd200518,,
COVID02_S.csv,CmAd200519,,
COVID02_S.csv,CmAd200520,,
COVID02_S.csv,CmAd200521,,
COVID02_S.csv,CmAd200522,,
COVID02_S.csv,CmAd200523,,
COVID02_S.csv,CmAd200524,,
COVID02_S.csv,CmAd200525,,
COVID02_S.csv,CmAd200526,,
COVID02_S.csv,CmAd200527,,
COVID02_S.csv,CmAd200528,,
COVID02_S.csv,CmAd200529,,
COVID02_S.csv,CmAd200530,,
COVID02_S.csv,CmAd200531,,
COVID02_S.csv,CmAd200601,,
COVID02_S.csv,CmAd200602,,
COVID02_S.csv,CmAd200603,,
COVID02_S.csv,CmAd200604,,
COVID02_S.csv,CmAd200605,,
COVID02_S.csv,CmAd200606,,
COVID02_S.csv,CmAd200607,,
COVID02_S.csv,CmAd200608,,
COVID02_S.csv,CmAd200609,,
COVID02_S.csv,CmAd200610,,
COVID02_S.csv,CmAd200611,,
COVID02_S.csv,CmAd200612,,
COVID02_S.csv,CmAd200613,,
COVID02_S.csv,CmAd200614,,
COVID02_S.csv,CmAd200615,,
COVID02_S.csv,CmAd200616,,
COVID02_S.csv,CmAd200617,,
COVID02_S.csv,CmAd200618,,
COVID02_S.csv,CmAd200619,,
COVID02_S.csv,CmAd200620,,
COVID02_S.csv,CmAd200621,,
COVID02_S.csv,CmAd200622,,
COVID02_S.csv,CmAd200623,,
COVID02_S.csv,CmAd200624,,
COVID02_S.csv,CmAd200625,,
COVID02_S.csv,CmAd200626,,
COVID02_S.csv,CmAd200627,,
COVID02_S.csv,CmAd200628,,
COVID02_S.csv,CmAd200629,,
COVID02_S.csv,CmAd200630,,
COVID02_S.csv,CmAd200701,,
COVID02_S.csv,CmAd200702,,
COVID02_S.csv,CmAd200703,,
COVID02_S.csv,CmAd200704,,
COVID02_S.csv,CmAd200705,,
COVID02_S.csv,CmAd200706,,
COVID02_S.csv,CmAd200707,,
COVID02_S.csv,CmAd200708,,
COVID02_S.csv,CmAd200709,,
COVID02_S.csv,CmAd200710,,
COVID02_S.csv,CmAd200711,,
COVID02_S.csv,CmAd200712,,
COVID02_S.csv,CmAd200713,,
COVID02_S.csv,CmAd200714,,
COVID02_S.csv,CmAd200715,,
COVID02_S.csv,CmAd200716,,
COVID02_S.csv,CmAd200717,,
COVID02_S.csv,CmAd200718,,
COVID02_S.csv,CmAd200719,,
COVID02_S.csv,CmAd200720,,
COVID02_S.csv,CmAd200721,,
COVID02_S.csv,CmAd200722,,
COVID02_S.csv,CmAd200723,,
COVID02_S.csv,CmAd200724,,
COVID02_S.csv,CmAd200725,,
COVID02_S.csv,CmAd200726,,
COVID02_S.csv,CmAd200727,,
COVID02_S.csv,CmAd200728,,
COVID02_S.csv,CmAd200729,,
COVID02_S.csv,CmAd200730,,
COVID02_S.csv,CmAd200731,,
COVID02_S.csv,CmAd200801,,
COVID02_S.csv,CmAd200802,,
COVID02_S.csv,CmAd200803,,
COVID02_S.csv,CmAd200804,,
COVID02_S.csv,CmAd200805,,
COVID02_S.csv,CmAd200806,,
COVID02_S.csv,CmAd200807,,
COVID02_S.csv,CmAd200808,,
COVID02_S.csv,CmAd200809,,
COVID02_S.csv,CmAd200810,,
COVID02_S.csv,CmAd200811,,
COVID02_S.csv,CmAd200812,,
COVID02_S.csv,CmAd200813,,
COVID02_S.csv,CmAd200814,,
COVID02_S.csv,CmAd200815,,
COVID02_S.csv,CmAd200816,,
COVID02_S.csv,CmAd200817,,
COVID02_S.csv,CmAd200818,,
COVID02_S.csv,CmAd200819,,
COVID02_S.csv,CmAd200820,,
COVID02_S.csv,CmAd200821,,
COVID02_S.csv,CmAd200822,,
COVID02_S.csv,CmAd200823,,
COVID02_S.csv,CmAd200824,,
COVID02_S.csv,CmAd200825,,
COVID02_S.csv,CmAd200826,,
COVID02_S.csv,CmAd200827,,
COVID02_S.csv,CmAd200828,,
COVID02_S.csv,CmAd200829,,
COVID02_S.csv,CmAd200830,,
COVID02_S.csv,CmAd200831,,
COVID02_S.csv,CmAd200901,,
COVID02_S.csv,CmAd200902,,
COVID02_S.csv,CmAd200903,,
COVID02_S.csv,CmAd200904,,
COVID02_S.csv,CmAd200905,,
COVID02_S.csv,CmAd200906,,
COVID02_S.csv,CmAd200907,,
COVID02_S.csv,CmAd200908,,
COVID02_S.csv,CmAd200909,,
COVID02_S.csv,CmAd200910,,
COVID02_S.csv,CmAd200911,,
COVID02_S.csv,CmAd200912,,
COVID02_S.csv,CmAd200913,,
COVID02_S.csv,CmAd200914,,
COVID02_S.csv,CmAd200915,,
COVID02_S.csv,CmAd200916,,
COVID02_S.csv,CmAd200917,,
COVID02_S.csv,CmAd200918,,
COVID02_S.csv,CmAd200919,,
COVID02_S.csv,CmAd200920,,
COVID02_S.csv,CmAd200921,,
COVID02_S.csv,CmAd200922,,
COVID02_S.csv,CmAd200923,,
COVID02_S.csv,CmAd200924,,
COVID02_S.csv,CmAd200925,,
COVID02_S.csv,CmAd200926,,
COVID02_S.csv,CmAd200927,,
COVID02_S.csv,CmAd200928,,
COVID02_S.csv,CmAd200929,,
COVID02_S.csv,CmAd200930,,
COVID02_S.csv,CmAd201001,,
COVID02_S.csv,CmAd201002,,
COVID02_S.csv,CmAd201003,,
COVID02_S.csv,CmAd201004,,
COVID02_S.csv,CmAd201005,,
COVID02_S.csv,CmAd201006,,
COVID02_S.csv,CmAd201007,,
COVID02_S.csv,CmAd201008,,
COVID02_S.csv,CmAd201009,,
COVID02_S.csv,CmAd201010,,
COVID02_S.csv,CmAd201011,,
COVID02_S.csv,CmAd201012,,
COVID02_S.csv,CmAd201013,,
COVID02_S.csv,CmAd201014,,
COVID02_S.csv,CmAd201015,,
COVID02_S.csv,CmAd201016,,
COVID02_S.csv,CmAd201017,,
COVID02_S.csv,CmAd201018,,
COVID02_S.csv,CmAd201019,,
COVID02_S.csv,CmAd201020,,
COVID02_S.csv,CmAd201021,,
COVID02_S.csv,CmAd201022,,
COVID02_S.csv,CmAd201023,,
COVID02_S.csv,CmAd201024,,
COVID02_S.csv,CmAd201025,,
COVID02_S.csv,CmAd201026,,
COVID02_S.csv,CmAd201027,,
COVID02_S.csv,CmAd201028,,
COVID02_S.csv,CmAd201029,,
COVID02_S.csv,CmAd201030,,
COVID02_S.csv,CmAd201031,,
COVID02_S.csv,CmAd201101,,
COVID02_S.csv,CmAd201102,,
COVID02_S.csv,CmAd201103,,
COVID02_S.csv,CmAd201104,,
COVID02_S.csv,CmAd201105,,
COVID02_S.csv,CmAd201106,,
COVID02_S.csv,CmAd201107,,
COVID02_S.csv,CmAd201108,,
COVID02_S.csv,CmAd201109,,
COVID02_S.csv,CmAd201110,,
COVID02_S.csv,CmAd201111,,
COVID02_S.csv,CmAd201112,,
COVID02_S.csv,CmAd201113,,
COVID02_S.csv,CmAd201114,,
COVID02_S.csv,CmAd201115,,
COVID02_S.csv,CmAd201116,,
COVID02_S.csv,CmAd201117,,
COVID02_S.csv,CmAd201118,,
COVID02_S.csv,CmAd201119,,
COVID02_S.csv,CmAd201120,,
COVID02_S.csv,CmAd201121,,
COVID02_S.csv,CmAd201122,,
COVID02_S.csv,CmAd201123,,
COVID02_S.csv,CmAd201124,,
COVID02_S.csv,CmAd201125,,
COVID02_S.csv,CmAd201126,,
COVID02_S.csv,CmAd201127,,
COVID02_S.csv,CmAd201128,,
COVID02_S.csv,CmAd201129,,
COVID02_S.csv,CmAd201130,,
COVID02_S.csv,CmAd201201,,
COVID02_S.csv,CmAd201202,,
COVID02_S.csv,CmAd201203,,
COVID02_S.csv,CmAd201204,,
COVID02_S.csv,CmAd201205,,
COVID02_S.csv,CmAd201206,,
COVID02_S.csv,CmAd201207,,
COVID02_S.csv,CmAd201208,,
COVID02_S.csv,CmAd201209,,
COVID02_S.csv,CmAd201210,,
COVID02_S.csv,CmAd201211,,
COVID02_S.csv,CmAd201212,,
COVID02_S.csv,CmAd201213,,
COVID02_S.csv,CmAd201214,,
COVID02_S.csv,CmAd201215,,
COVID02_S.csv,CmAd201216,,
COVID02_S.csv,CmAd201217,,
COVID02_S.csv,CmAd201218,,
COVID02_S.csv,CmAd201219,,
COVID02_S.csv,CmAd201220,,
COVID02_S.csv,CmAd201221,,
COVID02_S.csv,CmAd201222,,
COVID02_S.csv,CmAd201223,,
COVID02_S.csv,CmAd201224,,
COVID02_S.csv,CmAd201225,,
COVID02_S.csv,CmAd201226,,
COVID02_S.csv,CmAd201227,,
COVID02_S.csv,CmAd201228,,
COVID02_S.csv,CmAd201229,,
COVID02_S.csv,CmAd201230,,
COVID02_S.csv,CmAd201231,,
COVID02_S.csv,CmAd210101,,
COVID02_S.csv,CmAd210102,,
COVID02_S.csv,CmAd210103,,
COVID02_S.csv,CmAd210104,,
COVID02_S.csv,CmAd210105,,
COVID02_S.csv,CmAd210106,,
COVID02_S.csv,CmAd210107,,
COVID02_S.csv,CmAd210108,,
COVID02_S.csv,CmAd210109,,
COVID02_S.csv,CmAd210110,,
COVID02_S.csv,CmAd210111,,
COVID02_S.csv,CmAd210112,,
COVID02_S.csv,CmAd210113,,
COVID02_S.csv,CmAd210114,,
COVID02_S.csv,CmAd210115,,
COVID02_S.csv,CmAd210116,,
COVID02_S.csv,CmAd210117,,
COVID02_S.csv,CmAd210118,,
COVID02_S.csv,CmAd210119,,
COVID02_S.csv,CmAd210120,,
COVID02_S.csv,CmAd210121,,
COVID02_S.csv,CmAd210122,,
COVID02_S.csv,CmAd210123,,
COVID02_S.csv,CmAd210124,,
COVID02_S.csv,CmAd210125,,
COVID02_S.csv,CmAd210126,,
COVID02_S.csv,CmAd210127,,
COVID02_S.csv,CmAd210128,,
COVID02_S.csv,CmAd210129,,
COVID02_S.csv,CmAd210130,,
COVID02_S.csv,CmAd210131,,
COVID02_S.csv,CmAd210201,,
COVID02_S.csv,CmAd210202,,
COVID02_S.csv,CmAd210203,,
COVID02_S.csv,CmAd210204,,
COVID02_S.csv,CmAd210205,,
COVID02_S.csv,CmAd210206,,
COVID02_S.csv,CmAd210207,,
COVID02_S.csv,CmAd210208,,
COVID02_S.csv,CmAd210209,,
COVID02_S.csv,CmAd210210,,
COVID02_S.csv,CmAd210211,,
COVID02_S.csv,CmAd210212,,
COVID02_S.csv,CmAd210213,,
COVID02_S.csv,CmAd210214,,
COVID02_S.csv,CmAd210215,,
COVID02_S.csv,CmAd210216,,
COVID02_S.csv,CmAd210217,,
COVID02_S.csv,CmAd210218,,
COVID02_S.csv,CmAd210219,,
COVID02_S.csv,CmAd210220,,
COVID02_S.csv,CmAd210221,,
COVID02_S.csv,CmAd210222,,
COVID02_S.csv,CmAd210223,,
COVID02_S.csv,CmAd210224,,
COVID02_S.csv,CmAd210225,,
COVID02_S.csv,CmAd210226,,
COVID02_S.csv,CmAd210227,,
COVID02_S.csv,CmAd210228,,
COVID02_S.csv,CmAd210301,,
COVID02_S.csv,CmAd210302,,
COVID02_S.csv,CmAd210303,,
COVID03_C.csv,COUNTYFP,,
COVID03_C.csv,Wk200121,,
COVID03_C.csv,Wk200122,,
COVID03_C.csv,Wk200123,,
COVID03_C.csv,Wk200124,,
COVID03_C.csv,Wk200125,,
COVID03_C.csv,Wk200126,,
COVID03_C.csv,Wk200127,,
COVID03_C.csv,Wk200128,,
COVID03_C.csv,Wk200129,,
COVID03_C.csv,Wk200130,,
COVID03_C.csv,Wk200131,,
COVID03_C.csv,Wk200201,,
COVID03_C.csv,Wk200202,,
COVID03_C.csv,Wk200203,,
COVID03_C.csv,Wk200204,,
COVID03_C.csv,Wk200205,,
COVID03_C.csv,Wk200206,,
COVID03_C.csv,Wk200207,,
COVID03_C.csv,Wk200208,,
COVID03_C.csv,Wk200209,,
COVID03_C.csv,Wk200210,,
COVID03_C.csv,Wk200211,,
COVID03_C.csv,Wk200212,,
COVID03_C.csv,Wk200213,,
COVID03_C.csv,Wk200214,,
COVID03_C.csv,Wk200215,,
COVID03_C.csv,Wk200216,,
COVID03_C.csv,Wk200217,,
COVID03_C.csv,Wk200218,,
COVID03_C.csv,Wk200219,,
COVID03_C.csv,Wk200220,,
COVID03_C.csv,Wk200221,,
COVID03_C.csv,Wk200222,,
COVID03_C.csv,Wk200223,,
COVID03_C.csv,Wk200224,,
COVID03_C.csv,Wk200225,,
COVID03_C.csv,Wk200226,,
COVID03_C.csv,Wk200227,,
COVID03_C.csv,Wk200228,,
COVID03_C.csv,Wk200229,,
COVID03_C.csv,Wk200301,,
COVID03_C.csv,Wk200302,,
COVID03_C.csv,Wk200303,,
COVID03_C.csv,Wk200304,,
COVID03_C.csv,Wk200305,,
COVID03_C.csv,Wk200306,,
COVID03_C.csv,Wk200307,,
COVID03_C.csv,Wk200308,,
COVID03_C.csv,Wk200309,,
COVID03_C.csv,Wk200310,,
COVID03_C.csv,Wk200311,,
COVID03_C.csv,Wk200312,,
COVID03_C.csv,Wk200313,,
COVID03_C.csv,Wk200314,,
COVID03_C.csv,Wk200315,,
COVID03_C.csv,Wk200316,,
COVID03_C.csv,Wk200317,,
COVID03_C.csv,Wk200318,,
COVID03_C.csv,Wk200319,,
COVID03_C.csv,Wk200320,,
COVID03_C.csv,Wk200321,,
COVID03_C.csv,Wk200322,,
COVID03_C.csv,Wk200323,,
COVID03_C.csv,Wk200324,,
COVID03_C.csv,Wk200325,,
COVID03_C.csv,Wk200326,,
COVID03_C.csv,Wk200327,,
COVID03_C.csv,Wk200328,,
COVID03_C.csv,Wk200329,,
COVID03_C.csv,Wk200330,,
COVID03_C.csv,Wk200331,,
COVID03_C.csv,Wk200401,,
COVID03_C.csv,Wk200402,,
COVID03_C.csv,Wk200403,,
COVID03_C.csv,Wk200404,,
COVID03_C.csv,Wk200405,,
COVID03_C.csv,Wk200406,,
COVID03_C.csv,Wk200407,,
COVID03_C.csv,Wk200408,,
COVID03_C.csv,Wk200409,,
COVID03_C.csv,Wk200410,,
COVID03_C.csv,Wk200411,,
COVID03_C.csv,Wk200412,,
COVID03_C.csv,Wk200413,,
COVID03_C.csv,Wk200414,,
COVID03_C.csv,Wk200415,,
COVID03_C.csv,Wk200416,,
COVID03_C.csv,Wk200417,,
COVID03_C.csv,Wk200418,,
COVID03_C.csv,Wk200419,,
COVID03_C.csv,Wk200420,,
COVID03_C.csv,Wk200421,,
COVID03_C.csv,Wk200422,,
COVID03_C.csv,Wk200423,,
COVID03_C.csv,Wk200424,,
COVID03_C.csv,Wk200425,,
COVID03_C.csv,Wk200426,,
COVID03_C.csv,Wk200427,,
COVID03_C.csv,Wk200428,,
COVID03_C.csv,Wk200429,,
COVID03_C.csv,Wk200430,,
COVID03_C.csv,Wk200501,,
COVID03_C.csv,Wk200502,,
COVID03_C.csv,Wk200503,,
COVID03_C.csv,Wk200504,,
COVID03_C.csv,Wk200505,,
COVID03_C.csv,Wk200506,,
COVID03_C.csv,Wk200507,,
COVID03_C.csv,Wk200508,,
COVID03_C.csv,Wk200509,,
COVID03_C.csv,Wk200510,,
COVID03_C.csv,Wk200511,,
COVID03_C.csv,Wk200512,,
COVID03_C.csv,Wk200513,,
COVID03_C.csv,Wk200514,,
COVID03_C.csv,Wk200515,,
COVID03_C.csv,Wk200516,,
COVID03_C.csv,Wk200517,,
COVID03_C.csv,Wk200518,,
COVID03_C.csv,Wk200519,,
COVID03_C.csv,Wk200520,,
COVID03_C.csv,Wk200521,,
COVID03_C.csv,Wk200522,,
COVID03_C.csv,Wk200523,,
COVID03_C.csv,Wk200524,,
COVID03_C.csv,Wk200525,,
COVID03_C.csv,Wk200526,,
COVID03_C.csv,Wk200527,,
COVID03_C.csv,Wk200528,,
COVID03_C.csv,Wk200529,,
COVID03_C.csv,Wk200530,,
COVID03_C.csv,Wk200531,,
COVID03_C.csv,Wk200601,,
COVID03_C.csv,Wk200602,,
COVID03_C.csv,Wk200603,,
COVID03_C.csv,Wk200604,,
COVID03_C.csv,Wk200605,,
COVID03_C.csv,Wk200606,,
COVID03_C.csv,Wk200607,,
COVID03_C.csv,Wk200608,,
COVID03_C.csv,Wk200609,,
COVID03_C.csv,Wk200610,,
COVID03_C.csv,Wk200611,,
COVID03_C.csv,Wk200612,,
COVID03_C.csv,Wk200613,,
COVID03_C.csv,Wk200614,,
COVID03_C.csv,Wk200615,,
COVID03_C.csv,Wk200616,,
COVID03_C.csv,Wk200617,,
COVID03_C.csv,Wk200618,,
COVID03_C.csv,Wk200619,,
COVID03_C.csv,Wk200620,,
COVID03_C.csv,Wk200621,,
COVID03_C.csv,Wk200622,,
COVID03_C.csv,Wk200623,,
COVID03_C.csv,Wk200624,,
COVID03_C.csv,Wk200625,,
COVID03_C.csv,Wk200626,,
COVID03_C.csv,Wk200627,,
COVID03_C.csv,Wk200628,,
COVID03_C.csv,Wk200629,,
COVID03_C.csv,Wk200630,,
COVID03_C.csv,Wk200701,,
COVID03_C.csv,Wk200702,,
COVID03_C.csv,Wk200703,,
COVID03_C.csv,Wk200704,,
COVID03_C.csv,Wk200705,,
COVID03_C.csv,Wk200706,,
COVID03_C.csv,Wk200707,,
COVID03_C.csv,Wk200708,,
COVID03_C.csv,Wk200709,,
COVID03_C.csv,Wk200710,,
COVID03_C.csv,Wk200711,,
COVID03_C.csv,Wk200712,,
COVID03_C.csv,Wk200713,,
COVID03_C.csv,Wk200714,,
COVID03_C.csv,Wk200715,,
COVID03_C.csv,Wk200716,,
COVID03_C.csv,Wk200717,,
COVID03_C.csv,Wk200718,,
COVID03_C.csv,Wk200719,,
COVID03_C.csv,Wk200720,,
COVID03_C.csv,Wk200721,,
COVID03_C.csv,Wk200722,,
COVID03_C.csv,Wk200723,,
COVID03_C.csv,Wk200724,,
COVID03_C.csv,Wk200725,,
COVID03_C.csv,Wk200726,,
COVID03_C.csv,Wk200727,,
COVID03_C.csv,Wk200728,,
COVID03_C.csv,Wk200729,,
COVID03_C.csv,Wk200730,,
COVID03_C.csv,Wk200731,,
COVID03_C.csv,Wk200801,,
COVID03_C.csv,Wk200802,,
COVID03_C.csv,Wk200803,,
COVID03_C.csv,Wk200804,,
COVID03_C.csv,Wk200805,,
COVID03_C.csv,Wk200806,,
COVID03_C.csv,Wk200807,,
COVID03_C.csv,Wk200808,,
COVID03_C.csv,Wk200809,,
COVID03_C.csv,Wk200810,,
COVID03_C.csv,Wk200811,,
COVID03_C.csv,Wk200812,,
COVID03_C.csv,Wk200813,,
COVID03_C.csv,Wk200814,,
COVID03_C.csv,Wk200815,,
COVID03_C.csv,Wk200816,,
COVID03_C.csv,Wk200817,,
COVID03_C.csv,Wk200818,,
COVID03_C.csv,Wk200819,,
COVID03_C.csv,Wk200820,,
COVID03_C.csv,Wk200821,,
COVID03_C.csv,Wk200822,,
COVID03_C.csv,Wk200823,,
COVID03_C.csv,Wk200824,,
COVID03_C.csv,Wk200825,,
COVID03_C.csv,Wk200826,,
COVID03_C.csv,Wk200827,,
COVID03_C.csv,Wk200828,,
COVID03_C.csv,Wk200829,,
COVID03_C.csv,Wk200830,,
COVID03_C.csv,Wk200831,,
COVID03_C.csv,Wk200901,,
COVID03_C.csv,Wk200902,,
COVID03_C.csv,Wk200903,,
COVID03_C.csv,Wk200904,,
COVID03_C.csv,Wk200905,,
COVID03_C.csv,Wk200906,,
COVID03_C.csv,Wk200907,,
COVID03_C.csv,Wk200908,,
COVID03_C.csv,Wk200909,,
COVID03_C.csv,Wk200910,,
COVID03_C.csv,Wk200911,,
COVID03_C.csv,Wk200912,,
COVID03_C.csv,Wk200913,,
COVID03_C.csv,Wk200914,,
COVID03_C.csv,Wk200915,,
COVID03_C.csv,Wk200916,,
COVID03_C.csv,Wk200917,,
COVID03_C.csv,Wk200918,,
COVID03_C.csv,Wk200919,,
COVID03_C.csv,Wk200920,,
COVID03_C.csv,Wk200921,,
COVID03_C.csv,Wk200922,,
COVID03_C.csv,Wk200923,,
COVID03_C.csv,Wk200924,,
COVID03_C.csv,Wk200925,,
COVID03_C.csv,Wk200926,,
COVID03_C.csv,Wk200927,,
COVID03_C.csv,Wk200928,,
COVID03_C.csv,Wk200929,,
COVID03_C.csv,Wk200930,,
COVID03_C.csv,Wk201001,,
COVID03_C.csv,Wk201002,,
COVID03_C.csv,Wk201003,,
COVID03_C.csv,Wk201004,,
COVID03_C.csv,Wk201005,,
COVID03_C.csv,Wk201006,,
COVID03_C.csv,Wk201007,,
COVID03_C.csv,Wk201008,,
COVID03_C.csv,Wk201009,,
COVID03_C.csv,Wk201010,,
COVID03_C.csv,Wk201011,,
COVID03_C.csv,Wk201012,,
COVID03_C.csv,Wk201013,,
COVID03_C.csv,Wk201014,,
COVID03_C.csv,Wk201015,,
COVID03_C.csv,Wk201016,,
COVID03_C.csv,Wk201017,,
COVID03_C.csv,Wk201018,,
COVID03_C.csv,Wk201019,,
COVID03_C.csv,Wk201020,,
COVID03_C.csv,Wk201021,,
COVID03_C.csv,Wk201022,,
COVID03_C.csv,Wk201023,,
COVID03_C.csv,Wk201024,,
COVID03_C.csv,Wk201025,,
COVID03_C.csv,Wk201026,,
COVID03_C.csv,Wk201027,,
COVID03_C.csv,Wk201028,,
COVID03_C.csv,Wk201029,,
COVID03_C.csv,Wk201030,,
COVID03_C.csv,Wk201031,,
COVID03_C.csv,Wk201101,,
COVID03_C.csv,Wk201102,,
COVID03_C.csv,Wk201103,,
COVID03_C.csv,Wk201104,,
COVID03_C.csv,Wk201105,,
COVID03_C.csv,Wk201106,,
COVID03_C.csv,Wk201107,,
COVID03_C.csv,Wk201108,,
COVID03_C.csv,Wk201109,,
COVID03_C.csv,Wk201110,,
COVID03_C.csv,Wk201111,,
COVID03_C.csv,Wk201112,,
COVID03_C.csv,Wk201113,,
COVID03_C.csv,Wk201114,,
COVID03_C.csv,Wk201115,,
COVID03_C.csv,Wk201116,,
COVID03_C.csv,Wk201117,,
COVID03_C.csv,Wk201118,,
COVID03_C.csv,Wk201119,,
COVID03_C.csv,Wk201120,,
COVID03_C.csv,Wk201121,,
COVID03_C.csv,Wk201122,,
COVID03_C.csv,Wk201123,,
COVID03_C.csv,Wk201124,,
COVID03_C.csv,Wk201125,,
COVID03_C.csv,Wk201126,,
COVID03_C.csv,Wk201127,,
COVID03_C.csv,Wk201128,,
COVID03_C.csv,Wk201129,,
COVID03_C.csv,Wk201130,,
COVID03_C.csv,Wk201201,,
COVID03_C.csv,Wk201202,,
COVID03_C.csv,Wk201203,,
COVID03_C.csv,Wk201204,,
COVID03_C.csv,Wk201205,,
COVID03_C.csv,Wk201206,,
COVID03_C.csv,Wk201207,,
COVID03_C.csv,Wk201208,,
COVID03_C.csv,Wk201209,,
COVID03_C.csv,Wk201210,,
COVID03_C.csv,Wk201211,,
COVID03_C.csv,Wk201212,,
COVID03_C.csv,Wk201213,,
COVID03_C.csv,Wk201214,,
COVID03_C.csv,Wk201215,,
